category_id,category_name,characteristic,frequency,total_items_in_category
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Характеристика: россия,152,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Ос: сия,151,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Материал: ткани,76,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Объем: хлопок,69,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Характеристика: proban,48,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Цвет: черный,47,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Характеристика: серый,46,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Ос: ть куртка брюки конструктивные особ,44,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Размер: 5 см,43,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Вид: защиты обеспечивают высокую защиту от прожигани,43,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Ос: таве комплекта костюма куртка брю,33,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Состав: е комплекта,33,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Цвет: синий,31,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Технические параметры: . в,27,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Состав: утеплителя,27,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Характеристика: . м,25,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Вес: 485 г,24,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Ос: торонней застежкой на петли и пуговицы с,23,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Ос: ти куртка воротник-стойка с хлясти,23,1867
793142592,Одежда специальная для защиты от искр и брызг расплавленного металла,Ос: тав утеплителя огнестойкий синтетичес,23,1867
793142593,Одежда специальная повышенной видимости,Характеристика: россия,494,6937
793142593,Одежда специальная повышенной видимости,Состав: ткани,468,6937
793142593,Одежда специальная повышенной видимости,Ос: сия,346,6937
793142593,Одежда специальная повышенной видимости,Цвет: флуоресцентный желты,318,6937
793142593,Одежда специальная повышенной видимости,Объем: хлопок,225,6937
793142593,Одежда специальная повышенной видимости,Объем: желтый,224,6937
793142593,Одежда специальная повышенной видимости,Цвет: синий,159,6937
793142593,Одежда специальная повышенной видимости,Состав: е комплекта,150,6937
793142593,Одежда специальная повышенной видимости,Размер: 5 см,129,6937
793142593,Одежда специальная повышенной видимости,Технические параметры: оранжевый,108,6937
793142593,Одежда специальная повышенной видимости,Ос: ти в составе комплекта костюма курт,105,6937
793142593,Одежда специальная повышенной видимости,Вид: имости. на куртке используется термоактивная свето,98,6937
793142593,Одежда специальная повышенной видимости,Наличие: дополнительных элементов на од,84,6937
793142593,Одежда специальная повышенной видимости,Вес: 245 г,71,6937
793142593,Одежда специальная повышенной видимости,Ос: ится методом термопечати что исключает п,64,6937
793142593,Одежда специальная повышенной видимости,Ос: ти от площади сигнальных элементов 2,61,6937
793142593,Одежда специальная повышенной видимости,Характеристика: .м,59,6937
793142593,Одежда специальная повышенной видимости,Ос: россия,58,6937
793142593,Одежда специальная повышенной видимости,Вид: е жилета который пристегивается на молнию цвет,57,6937
793142593,Одежда специальная повышенной видимости,Вид: одежды костюм вид отделки водоотталкивающая,49,6937
793142702,Одежда специальная для защиты от насекомых и паукообразных,Да: вид защиты защита от паукоо,48,229
793142702,Одежда специальная для защиты от насекомых и паукообразных,Ос: сия,29,229
793142702,Одежда специальная для защиты от насекомых и паукообразных,Характеристика: россия,29,229
793142702,Одежда специальная для защиты от насекомых и паукообразных,Состав: е комплекта,24,229
793142702,Одежда специальная для защиты от насекомых и паукообразных,Цвет: васильковый вид прод,19,229
793142702,Одежда специальная для защиты от насекомых и паукообразных,Ос: тюм мужской противоэнцефалитный лес ва,16,229
793142702,Одежда специальная для защиты от насекомых и паукообразных,Материал: подкладки,10,229
793142702,Одежда специальная для защиты от насекомых и паукообразных,Ос: тоянную эффективную защиту от клещей и г,5,229
793142702,Одежда специальная для защиты от насекомых и паукообразных,Объем: хлопок,5,229
793142702,Одежда специальная для защиты от насекомых и паукообразных,Характеристика: cotton,5,229
793142702,Одежда специальная для защиты от насекомых и паукообразных,Ос: ти методов защиты механического конс,5,229
793142702,Одежда специальная для защиты от насекомых и паукообразных,Вид: спецодежды костюм защитные свойства костюм о,5,229
793142702,Одежда специальная для защиты от насекомых и паукообразных,Технические параметры: пвх,5,229
793142702,Одежда специальная для защиты от насекомых и паукообразных,Ос: тюма куртка брюки материал премье,5,229
793142702,Одежда специальная для защиты от насекомых и паукообразных,Ос: тюм защитные свойства костюм обеспечи,5,229
793142702,Одежда специальная для защиты от насекомых и паукообразных,Ос: осущих насекомых комары мошки мокрецы с,5,229
793142702,Одежда специальная для защиты от насекомых и паукообразных,Цвет: васильковый модель,5,229
793142702,Одежда специальная для защиты от насекомых и паукообразных,Размер: 96,4,229
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Характеристика: россия,20,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Характеристика: серый,12,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Ос: сия,12,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Технические параметры: красный,9,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Цвет: синий,7,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Цвет: серый отделка,6,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Состав: е комплекта,6,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Объем: хлопок,5,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Наличие: дополнительных элементов на од,4,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Вид: одежды куртка вид фурнитуры застежка-молния,4,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Состав: ткани,4,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Назначение: для защиты от общих производственных загрязнений и,4,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Технические параметры: . в,3,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Цвет: черно-синий вид прод,3,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Ос: об поставки товара единовременно цвет,3,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Вид: одежды форменной куртка сигнальные элементы,3,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Материал: а обеспечивает хорошую видимос,3,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Цвет: светлый хаки отделка,3,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Цвет: красный светло-серый,2,196
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Ос: новной ткани что увеличивает комфорт. шв,2,196
793142813,Одежда специальная для защиты от пониженных температур,Характеристика: россия,2075,23698
793142813,Одежда специальная для защиты от пониженных температур,Ос: сия,1885,23698
793142813,Одежда специальная для защиты от пониженных температур,Материал: подкладки,1747,23698
793142813,Одежда специальная для защиты от пониженных температур,Цвет: синий,1102,23698
793142813,Одежда специальная для защиты от пониженных температур,Характеристика: iii,939,23698
793142813,Одежда специальная для защиты от пониженных температур,Характеристика: 2 м,851,23698
793142813,Одежда специальная для защиты от пониженных температур,Характеристика: 3 шт,781,23698
793142813,Одежда специальная для защиты от пониженных температур,Объем: хлопок,686,23698
793142813,Одежда специальная для защиты от пониженных температур,Характеристика: .м,630,23698
793142813,Одежда специальная для защиты от пониженных температур,Характеристика: серый,454,23698
793142813,Одежда специальная для защиты от пониженных температур,Цвет: черный,433,23698
793142813,Одежда специальная для защиты от пониженных температур,Состав: е комплекта,375,23698
793142813,Одежда специальная для защиты от пониженных температур,Объем: желтый,300,23698
793142813,Одежда специальная для защиты от пониженных температур,Ос: обом климатических поясах количество сло,299,23698
793142813,Одежда специальная для защиты от пониженных температур,Технические параметры: . в,209,23698
793142813,Одежда специальная для защиты от пониженных температур,Цвет: отделки,163,23698
793142813,Одежда специальная для защиты от пониженных температур,Технические параметры: красный,162,23698
793142813,Одежда специальная для защиты от пониженных температур,Вид: ы одежды включая форменную головных уборов одежд,146,23698
793142813,Одежда специальная для защиты от пониженных температур,Материал: лента см состав,144,23698
793142813,Одежда специальная для защиты от пониженных температур,Характеристика: teflon,108,23698
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Характеристика: россия,4410,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Ос: сия,3716,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Объем: хлопок,3629,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Состав: ткани,2741,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Цвет: синий,1841,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Характеристика: серый,864,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Состав: е комплекта,799,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Объем: белый,753,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Цвет: отделки,693,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Ос: тав ткани 65 полиэфир 35 хлопок ста,609,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Технические параметры: красный,607,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Вес: 245 г,554,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Технические параметры: 2 в,508,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Ос: таве комплекта костюма куртка брю,505,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Цвет: черный,429,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Материал: лента см состав ткани,259,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Размер: 5 см,180,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Вид: ы одежды включая форменную головных уборов одежд,175,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Характеристика: ykk,173,38888
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Технические параметры: . в,165,38888
793143142,Одежда специальная для защиты от повышенных температур,Ос: новного сырья волокна в составе ткани,11,88
793143142,Одежда специальная для защиты от повышенных температур,Ос: сия,6,88
793143142,Одежда специальная для защиты от повышенных температур,Характеристика: россия,6,88
793143142,Одежда специальная для защиты от повышенных температур,Состав: ткани,5,88
793143142,Одежда специальная для защиты от повышенных температур,Цвет: синий,4,88
793143142,Одежда специальная для защиты от повышенных температур,Цвет: черный,4,88
793143142,Одежда специальная для защиты от повышенных температур,Размер: 55,4,88
793143142,Одежда специальная для защиты от повышенных температур,Объем: хлопок,3,88
793143142,Одежда специальная для защиты от повышенных температур,Состав: е комплекта,3,88
793143142,Одежда специальная для защиты от повышенных температур,Ос: таве комплекта костюма куртка брю,3,88
793143142,Одежда специальная для защиты от повышенных температур,Ос: тюм мужской для защиты от повышенных тем,2,88
793143142,Одежда специальная для защиты от повышенных температур,Цвет: черный модель,2,88
793143142,Одежда специальная для защиты от повышенных температур,Состав: материала подкладки,2,88
793143142,Одежда специальная для защиты от повышенных температур,Цвет: синий отделка,1,88
793143142,Одежда специальная для защиты от повышенных температур,Вид: ы одежды включая форменную головных уборов одежд,1,88
793143142,Одежда специальная для защиты от повышенных температур,Ос: тюм мужской горн для защиты от повышен,1,88
793143142,Одежда специальная для защиты от повышенных температур,Вес: 335 г,1,88
793143142,Одежда специальная для защиты от повышенных температур,Вид: продукции товары виды одежды специальной оде,1,88
793143142,Одежда специальная для защиты от повышенных температур,Технические параметры: красный,1,88
793143142,Одежда специальная для защиты от повышенных температур,Характеристика: proban,1,88
793143252,Элементы специальной одежды и средств защиты,Вид: ы одежды специальной специальная экипировка кро,2,22
793143252,Элементы специальной одежды и средств защиты,Характеристика: tig,1,22
793143252,Элементы специальной одежды и средств защиты,Характеристика: mig,1,22
793143252,Элементы специальной одежды и средств защиты,Цвет: черный,1,22
793143252,Элементы специальной одежды и средств защиты,Назначение: для сварочных процессов mma tig mig mag прихва,1,22
793143252,Элементы специальной одежды и средств защиты,Цвет: черный вид продукции,1,22
793143252,Элементы специальной одежды и средств защиты,Материал: изделия,1,22
793143252,Элементы специальной одежды и средств защиты,Характеристика: tecmen,1,22
793143252,Элементы специальной одежды и средств защиты,Характеристика: adf-735s,1,22
793143252,Элементы специальной одежды и средств защиты,Технические параметры: китай,1,22
793143252,Элементы специальной одежды и средств защиты,Характеристика: mma,1,22
793143252,Элементы специальной одежды и средств защиты,Характеристика: mag,1,22
793143252,Элементы специальной одежды и средств защиты,Тип: защитного стекла внешнее цвет прозрачный вид,1,22
793143252,Элементы специальной одежды и средств защиты,Материал: поликарбонат совместимость,1,22
793143252,Элементы специальной одежды и средств защиты,Модель: e684,1,22
793143252,Элементы специальной одежды и средств защиты,Ос: ть к щитку сварщика модели e684 тип з,1,22
793143252,Элементы специальной одежды и средств защиты,Ос: сия,1,22
793143252,Элементы специальной одежды и средств защиты,Цвет: прозрачный вид проду,1,22
793143252,Элементы специальной одежды и средств защиты,Характеристика: e684,1,22
793143252,Элементы специальной одежды и средств защиты,Технические параметры: прозрачный,1,22
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Вид: уальной защиты от падения с высоты страховочная п,47,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Вид: ы одежды специальной средства индивидуальной за,41,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Ос: сия,32,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Характеристика: россия,32,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Объем: сталь,22,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Характеристика: . м,18,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Характеристика: vnt,16,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Объем: польша,10,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Материал: полиэфир гальванизированная ст,7,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Вид: ы одежды включая форменную головных уборов одежд,7,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Материал: полиамид карабины,5,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Ос: тановки падения и является компонентом с,4,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Технические параметры: . в,4,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Характеристика: xxl,4,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Характеристика: 2 м,3,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Ос: трочка в местах соединения лямок способс,3,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Применение: для безопасной остановки падения и является компон,2,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Ос: обенности комплектуется двумя карабин,2,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Ос: нащен индикаторами изнашивания. применен,2,424
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Ос: остойкости привязи. идентификационная би,2,424
793300443,"Белье для спецодежды нательное, для взрослых",Характеристика: россия,62,806
793300443,"Белье для спецодежды нательное, для взрослых",Объем: хлопок,59,806
793300443,"Белье для спецодежды нательное, для взрослых",Цвет: черный,52,806
793300443,"Белье для спецодежды нательное, для взрослых",Ос: сия,50,806
793300443,"Белье для спецодежды нательное, для взрослых",Вид: ы одежды специальной белье для спецодежды нател,49,806
793300443,"Белье для спецодежды нательное, для взрослых",Ос: тью и гигроскопичностью. структура полот,31,806
793300443,"Белье для спецодежды нательное, для взрослых",Ос: кого шва увеличивает износостойкость ш,31,806
793300443,"Белье для спецодежды нательное, для взрослых",Страна: производитель рос,31,806
793300443,"Белье для спецодежды нательное, для взрослых",Тип: ткани основного материала хлопок цвет черный,31,806
793300443,"Белье для спецодежды нательное, для взрослых",Изготовлен: ы из трикотажного полотна с эл,31,806
793300443,"Белье для спецодежды нательное, для взрослых",Ос: сия тип ткани основного материала хло,16,806
793300443,"Белье для спецодежды нательное, для взрослых",Производитель: россия тип ткани основного мат,16,806
793300443,"Белье для спецодежды нательное, для взрослых",Ос: лых особенности изготовлены из трикот,16,806
793300443,"Белье для спецодежды нательное, для взрослых",Состав: е комплекта,15,806
793300443,"Белье для спецодежды нательное, для взрослых",Ос: лых модель фуфайка трикотажная тирол,15,806
793300443,"Белье для спецодежды нательное, для взрослых",Ос: лых модель кальсоны трикотажные тиро,15,806
793300443,"Белье для спецодежды нательное, для взрослых",Цвет: черный плотность тка,15,806
793300443,"Белье для спецодежды нательное, для взрослых",Ос: новного материала хлопок страна произ,15,806
793300443,"Белье для спецодежды нательное, для взрослых",Ос: лых конструктивные особенности изделия,14,806
793300443,"Белье для спецодежды нательное, для взрослых",Ос: обенности фуфайка с удлиненной спинко,14,806
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Технические параметры: 2 а,70,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Характеристика: россия,42,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Ос: сия,34,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Характеристика: 93 м,33,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Цвет: синий,21,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Размер: .см,18,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Технические параметры: красный,17,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Ос: адку на фигуре свободу движений при выпо,15,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Ос: обенности модели куртка-рубашка компл,15,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Вид: е треугольника внизу локтевых швов закрывает разре,15,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Ос: новному положению рук при работе что спо,15,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Вид: имости из световозвращающего материала позволяю,14,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Ос: новная арамидная термоогнестойкая 93,14,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Характеристика: . м,14,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Ос: ти из световозвращающего материала по,14,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Материал: а позволяют сделать человека з,14,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Ос: тью регулировки по ширине воротник от,14,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Цвет: васильковый силуэт,14,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Ос: ти. ткань основная 93 мета-арамид 5 п,14,604
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Цвет: темно-синий отделка,13,604
793300772,"Средства защиты ног, кроме обуви специальной",Вид: ы одежды специальной средства защиты ног кроме,9,57
793300772,"Средства защиты ног, кроме обуви специальной",Характеристика: россия,7,57
793300772,"Средства защиты ног, кроме обуви специальной",Ос: сия,6,57
793300772,"Средства защиты ног, кроме обуви специальной",Размер: 39,5,57
793300772,"Средства защиты ног, кроме обуви специальной",Вид: продукции товары виды одежды включая форменную,4,57
793300772,"Средства защиты ног, кроме обуви специальной",Цвет: серый с черным вид п,3,57
793300772,"Средства защиты ног, кроме обуви специальной",Характеристика: серый,3,57
793300772,"Средства защиты ног, кроме обуви специальной",Цвет: черный,2,57
793300772,"Средства защиты ног, кроме обуви специальной",Страна: производства росс,1,57
793300772,"Средства защиты ног, кроме обуви специальной",Цвет: черный размер универ,1,57
793300772,"Средства защиты ног, кроме обуви специальной",Ос: сия цвет черный размер универсальный,1,57
793300772,"Средства защиты ног, кроме обуви специальной",Материал: корпуса,1,57
793300772,"Средства защиты ног, кроме обуви специальной",Вид: средства защиты ног чулок вкладной модель чу,1,57
793300772,"Средства защиты ног, кроме обуви специальной",Цвет: черный вид продукции,1,57
793300772,"Средства защиты ног, кроме обуви специальной",Технические параметры: резина,1,57
793300772,"Средства защиты ног, кроме обуви специальной",Ос: ти устойчивое к истиранию подносок те,1,57
793300772,"Средства защиты ног, кроме обуви специальной",Характеристика: . м,1,57
793300772,"Средства защиты ног, кроме обуви специальной",Материал: изделия,1,57
793300772,"Средства защиты ног, кроме обуви специальной",Применение: вставлять в карманы для амортизационных вкладышей,1,57
793300772,"Средства защиты ног, кроме обуви специальной",Ос: тойкими. внешний слой выполнен из полипр,1,57
793302093,Средства дезинсекционные,Вид: продукции товары вид товаров бытовая химия в,1,11
793302093,Средства дезинсекционные,Характеристика: . м,1,11
793302093,Средства дезинсекционные,Характеристика: 3,1,11
793302093,Средства дезинсекционные,Применение: м баллон встряхнуть. распылить средство на ладонь,1,11
793302093,Средства дезинсекционные,Ос: обенно тщательно вокруг щиколоток коле,1,11
793302093,Средства дезинсекционные,Размер: 25 см,1,11
793302093,Средства дезинсекционные,Ос: сия,1,11
793302093,Средства дезинсекционные,Ос: об применения перед применением балло,1,11
793302093,Средства дезинсекционные,Характеристика: .м,1,11
793302093,Средства дезинсекционные,Характеристика: россия,1,11
793302093,Средства дезинсекционные,Ос: тав n n-диэтил-м-толуамид дэта 28 п,1,11
793302204,Мыло туалетное жидкое,Вид: мыла крем жидкое вид упаковки бутыль с помпо,1,4
793302204,Мыло туалетное жидкое,Ос: сия,1,4
793302204,Мыло туалетное жидкое,Характеристика: россия,1,4
793302204,Мыло туалетное жидкое,Вид: крем жидкое вид упаковки бутыль с помпой-дозато,1,4
793303192,Мыло туалетное твердое,Ос: сия,1,3
793303192,Мыло туалетное твердое,Характеристика: россия,1,3
793303192,Мыло туалетное твердое,Да: подходит для ежедневного испол,1,3
