category_id,characteristic,total_items
793315955,Застёжка: двухзамковая молния,1
793315955,Подкладка: 100 полиэфир с антистатической отделкой %,1
793315955,Капюшон: Мягкий теплый несъемный капюшон с подкладкой из искусственного меха,1
793315955,Рукава: с трикотажными напульсниками внутри.,1
793315955,Ткань верха: 100 полиэфир %,1
793315955,Модель: Пальто женское зимнее «Герда»,1
793315955,Цвет: :темно-синий,1
793315955,Отделка: водоотталкивающая,1
793316172,Количество слоев утеплителя: 3,56
793316172,Состав ткани верха: 100 полиамид %,56
793316172,Назначение: для защиты от пониженных температур,56
793316172,Утеплитель: Шелтер® Микро,56
793316172,Цвет: основной – темно-серый,56
793316172,Отделка ткани: водоотталкивающая,56
793316172,Пол: мужской,56
793316172,Сезон: зима,56
793316172,Вид: Куртки для взрослых из текстильных материалов зимние,56
793316172,Подкладка: 100 полиэфир %,56
793316172,Модель: Куртка мужская зимняя «Айсберг»,56
793316172,Ткань верха: мембранная «Полириб Н»,56
793316172,Утеплитель: «Филгуд»,56
793316172,Застежка: на двухзамковую молнию и внешний ветрозащитный клапан на кнопках,56
793316172,Сигнальные элементы: световозвращающие принты,56
793316282,Подкладка: 100 полиэфир %,9
793316282,Количество слоев утеплителя: 3 шт,9
793316282,Вид: Куртки для взрослых с верхом из меха,9
793316282,Состав ткани верха: «Полириб Н» 100 полиамид %,9
793316282,Застежка: двухзамковая молния и ветрозащитный клапан,9
793316282,Назначение: для защиты от пониженных температур воздуха и ветра,9
793316282,Отделка ткани: ветрозащитная,9
793316282,Модель: Куртка мужская зимняя «Аляска»,9
793316282,Плотность ткани: 180 г/кв.м,9
793316282,Утеплитель: «Филгуд»,9
793316282,Материал опушки капюшона: с опушкой из натурального меха (енот),9
793316282,Отделка ткани: масловодоотталкивающая Teflon® (DuPont),9
793316282,Цвет: темно-серый,9
793316282,Пол: мужской,9
793316282,Сигнальные элементы: световозвращающие принты,9
793316613,Состав: 100 полиамид %,46
793316613,Подкладка: овчина меховая и фланель,46
793316613,Вид: Шапки,46
793316613,Вид: Шапки зимние для взрослых,46
793316613,Материал утеплителя: Шелтер® Микро,46
793316613,Утеплитель (подкладка): Шелтер® Микро и натуральный мех,46
793316613,Модель: Шапка-ушанка «Енисей» с креплениями под каску,46
793316613,Особенности: Имеются слуховые отверстия,46
793316613,Состав: 65 полиэфир,46
793316613,Ткань: «Полириб Н»,46
793316613,Описание: Ушки со шнурком с фиксатором могут застегиваться под подбородком,46
793316613,Подкладка: флис,46
793316613,Размер: 55-62,46
793316613,Цвет: темно-синий,46
793316613,Модель: «Капитан»,46
793334322,Вид: Спортивная одежда для взрослых,12
793334322,Модель: Беринг,12
793334322,Вид: Термобелье,12
793334322,Состав: 50% хлопок,12
793334322,Плотность: 200 гр/м2,12
793334322,Половой признак: Мужской,12
793334322,Состав: 30 шерсть,12
793334322,Назначение: Специальное двухслойное термобелье разработано для использования в суровых климатических условиях.,12
793334322,В составе комплекта (костюма): лосины+фуфайка,12
793334322,Модель: Термобелье женское Island Cup,12
793334322,Цвет: Черный,12
793334322,Размер российский: 92/176,12
793334322,Рост: 96/176 см,12
793334322,Размер: 88-92 (S),12
793334322,Комплект: кальсоны + фуфайка/,12
793341142,Состав: 50 полиакрил,10
793341142,Вид: Джемперы для взрослых,10
793341142,Модель: Джемпер полушерстяной (без рукавов),10
793341142,Вид: Джемперы,10
793341142,Пол: мужской,10
793341142,Рост: 100/182-188,10
793341142,Рост: 96/182-188,10
793341142,Рост: 112/170-176,10
793341142,Рост: 112/182-188,10
793341142,Рост: 104/182-188,10
793341142,Рост: 108/182-188,10
793341142,Рост: 96/170-176,10
793341142,Рост: 104/170-176,10
793341142,Рост: 108/170-176,10
793341142,Рост: 100/170-176,10
793341252,Вид: Свитеры для взрослых,1
793341252,Вид: Джемперы,1
793341252,Материал: 30 шерсть,1
793341252,Вырез: круглый,1
793341252,Модель: Свитер полушерстяной,1
793341252,Размер: 96/170-176,1
793347084,Вид: Перчатки из полимерных материалов для защиты от внешних воздействий,136
793347084,Вид: Средства защиты рук,136
793347084,Размер: 10,136
793347084,Вид: перчатки,136
793347084,Класс вязки: 15,136
793347084,Вид: Хлопковое напыление с антибактериальной обработкой,136
793347084,Назначение: работы с замасленными и мелкими деталями,136
793347084,Материал основы: полиэфир,136
793347084,Толщина: 0.40000 мм,136
793347084,Материал покрытия: нитрильный латекс,136
793347084,Вид: Поливинилхлоридное,136
793347084,Материал перчаток: Хлопчатобумажная ткань,136
793347084,Класс вязки: 15.00000 класс,136
793347084,Размер перчаток: 9.00000,136
793347084,Защитные свойства: Предназначены для защиты рук от растворов кислот и щелочей концентрации до 20%,136
793347963,Вид: Перчатки трикотажные для защиты от внешних воздействий,79
793347963,Вид: Средства защиты рук,79
793347963,Размер: 10.00000,79
793347963,Вид: перчатки,79
793347963,Класс вязки: 10,79
793347963,Класс вязки: 10.00000,79
793347963,Защитные свойства: Перчатки имеют защиту против истирания на уровне 3,79
793347963,Защитные свойства: защита от термического воздействия электрической дуги,79
793347963,Плотность материала: 440 гр/м2,79
793347963,Состав ткани: 98 мета-арамид,79
793347963,Модель: Перчатки термостойкие «ВОЛЬТ л»,79
793347963,Описание: Перчатки бесшовные,79
793347963,Назначение: для защиты рук от механических воздействий и истирания,79
793347963,Размeр: 9,79
793347963,Особенности: трикотажные перчатки изготовлены из комбинированного сырья (полиэфирной нити и хлопчатобумажной пряжи). Имеют точечное ПВХ-покрытие ладони,79
793347964,Вид: Рукавицы,22
793347964,Вид: Средства защиты рук,22
793347964,Модель: Рукавицы меховые,22
793347964,Материал верха: отборный шлифованный однородный кожевенный спилок высшего сорта толщиной 1,22
793347964,Материал подкладки: х/б полотно,22
793347964,Особенности модели: увеличенный раструб манжеты,22
793347964,Размер: 2 (27),22
793347964,Вес: 400 г,22
793347964,Назначение: для сварочных работ всех видов,22
793347964,Вид: натуральная овчина,22
793347964,Назначение: предназначены для защиты рук от механических воздействий (истирания) и общих производственных загрязнений в условиях воздействия пониженных температур.,22
793347964,Защита: Нс Нм К80 Щ50 Ми Мп Тн,22
793347964,Защитные свойства: устойчивость к жирам,22
793347964,Особенности: вкладками из искусственного меха,22
793347964,Модель: Рукавицы утепленные «Йока Терм R101»,22
793348072,Вид: Брюки для взрослых,286
793348072,Половая принадлежность: женский,286
793348072,Состав ткани: 65 полиэфир,286
793348072,Назначение: для защиты от общих производственных загрязнений и механических воздействий,286
793348072,Ткань: малосминаемая,286
793348072,Карманы: 4 кармана – по 2 спереди и сзади,286
793348072,Пояс: стянут эластичной тесьмой и фиксируется шнурком спереди,286
793348072,Назначение: Не является медицинским изделием,286
793348072,Модель: Брюки женские «Афина» розовые,286
793348072,Плотность: 245 г/кв.м,286
793348072,Состав: 47 бамбук,286
793348072,Ткань: «Индестрактбл»,286
793348072,Ткань: «Супербандмастер»,286
793348072,Цвет: розовый,286
793348072,Цвет: светло-серый,286
793348073,Вид: Перчатки швейные для защиты от внешних воздействий,5
793348073,Материал перчаток: лицевая коровья кожа толщиной 0,5
793348073,Особенности модели: универсальные перчатки широкого спектра применения. Обеспечивают хороший захват и высокую чувствительность. Благодаря особому крою повторяют анатомическую форму руки,5
793348073,Длина: 230–260 сантиметр (см),5
793348073,Модель: Перчатки кожаные DEFENDER (Дефендер),5
793348073,Вид: Средства защиты рук,5
793348073,Материал перчаток: смесь хлопка,5
793348073,Половая принадлежность: Муж/Жен,5
793348073,Количество: 1 пара (2 шт),5
793348073,Коллекция: перчатки для ювелиров,5
793348073,Модель: Перчатки белые,5
793348073,Материал основы: :нейлон,5
793348073,Тип: велькро (Velcro),5
793348073,Особенности модели: Виброзащитные элементы: силиконовая прокладка.,5
793348073,Размер: L (9),5
793348403,Вид: Нарукавники,4
793348403,Вид: Средства защиты рук,4
793348403,Защитные свойства: от общих производственных загрязнений – З.,4
793348403,Материал: смесовая -хлопок,4
793348403,Назначение: для защиты рук или рукавов спецодежды от общепроизводственных загрязнений.,4
793348403,Модель: Нарукавники из смесовой ткани,4
793348403,Размер: 80-108/158-200,4
793348403,Ткань: 70 преокс,4
793348403,Защитные свойства: К50,4
793348403,Масса: 127 г,4
793348403,Назначение: водонепроницаемые,4
793348403,Модель: Нарукавники ПВХ VS-020,4
793348403,Вид: Защита от химических воздействий,4
793348403,Наплечников: Защита от повышенных загрязнений,4
793348403,Материал нарукавников: полиуретан,4
793348842,Защитные свойства: для защиты от кислот концентрацией от 50% до 80% (по серной кислоте) – К80,20
793348842,Наличие карманов: Накладные боковые карманы с клапанами на пуговицу,20
793348842,Рукав: Рукава с манжетами на пуговицах предотвращают попадание ткани в механизмы,20
793348842,Состав: 100% полиэфир,20
793348842,Модель: Халат женский «Химик» для защиты от кислот и щелочей,20
793348842,Застежка: потайная застежка на пуговицы,20
793348842,Цвет отделки: васильковый и оранжевый,20
793348842,Плотность: 200 гр/м2,20
793348842,Цвет: темно-синий,20
793348842,Вид: Халаты производственные,20
793348842,Модель: Халат женский «Линда»,20
793348842,Описание: Не является медицинским изделием,20
793348842,Половой признак: Женский,20
793348842,Состав ткани: «Оксфорд» смесовая (50% TENCEL®,20
793348842,Ткань: 100 полиэфир %,20
793357683,Модель: Блузка женская «Слим-Фит» белая,13
793357683,Состав ткани: 60 хлопок,13
793357683,Рукав: Длинный,13
793357683,Ткань: Смесовая,13
793357683,Плотность ткани: 125 г/кв.м,13
793357683,Воротник: Отложной со стойкой,13
793357683,Вид: на пуговицы,13
793357683,Пол: Женский,13
793357683,Плотность: 180 г/кв.м,13
793357683,Цвет: Белый,13
793357683,Цвет: бирюзовый,13
793357683,Состав: 100 хлопок %,13
793357683,Рост: 96/170,13
793357683,Вид: Блузки женские,13
793357683,Трикотажного полотна: Хлопок,13
793357687,Состав: 100 хлопок %,52
793357687,Пол: Мужской,52
793357687,Плотность: 180 гр/м2,52
793357687,Застежка: пуговицы,52
793357687,Силуэт: прямой,52
793357687,Воротник: Отложной со стойкой,52
793357687,Вид: На пуговицы,52
793357687,Плотность ткани: 180 гр/м2,52
793357687,Ткань: хлопок,52
793357687,Вид: Сорочки верхние мужские,52
793357687,Модель: Сорочка с воротником «Поло» черная,52
793357687,Рукав: Короткий,52
793357687,Вид: Рубашки (сорочки) для взрослых,52
793357687,Модель: Сорочка мужская «Аэро» белая,52
793357687,Цвет: Белый,52
793357691,Вид: Уборы головные для взрослых,49
793357691,Размер: 54-62,49
793357691,Вид: Уборы головные летние,49
793357691,Плотность ткaни: 126 гр/м2,49
793357691,Ткань: смесовая,49
793357691,Модель: Кепи-бейсболка утепленная синяя,49
793357691,Материал основы: 65 полиэфир,49
793357691,Цвет: темно-синий,49
793357691,Отделка: малосминаемая,49
793357691,Утеплитель: флис,49
793357691,Размер (универсальный): регулировка размера 54-62,49
793357691,Сезон: Лето,49
793357691,Ткань: полиамид,49
793357691,Состав ткани: 47 бамбук,49
793357691,Модель: Бандана «Лотос» сливовая,49
793357705,Вид: Респираторы,51
793357705,Степень защиты: 4 ПДК,51
793357705,Вид: Полумаска фильтрующая (респиратор),51
793357705,Модель: Полумаска фильтрующая (респиратор) РПГ-67,51
793357705,Тип: FFP1,51
793357705,Назначение: Защита от пыли и туманов,51
793357705,Масса: 480 г,51
793357705,Цвет товара: Белый,51
793357705,Тип: формованный,51
793357705,Класс фильтрующей эффективности: 2,51
793357705,Тип: неформованный,51
793357705,Назначение: :Предназначена для защиты органов дыхания от вредных газо- и парообразных веществ при содержании кислорода не менее 17%.,51
793357705,Материал лицевой части: силикон,51
793357705,Температурный режим эксплуатации: от -40 до +40 [0*]С,51
793357705,Гарантийный срок: 5.50000 г,51
793358151,Категория качества каски: Высшая,1
793358151,Комплектация: Комплект Б (каска,1
793358151,Материал: Полипропилен (PP),1
793358151,Вид: Каска строительная,1
793358151,Размер минимальный: 54.00000 см,1
793358151,Размер максимальный: 62.00000 см,1
793358151,Модель: Каска строительная,1
793358151,Цвет: Оранжевый,1
793358151,Вид: Средства защиты головы,1
793358153,Вид: Каски защитные,56
793358153,Вид: Средства защиты головы,56
793358153,Материал изготовления: TermotreK®,56
793358153,Цвет: белый,56
793358153,Температурный режим: от -50 до +50 [0*]С,56
793358153,Материал корпуса: TermotreK,56
793358153,Материал оголовья: текстиль,56
793358153,Масса: 330 г,56
793358153,Защитные свойства: предназначена для защиты головы от механических воздействий,56
793358153,Подбородочный ремень: наличие,56
793358153,Конструкция предполагает применение дополнительных средств защиты: наушников,56
793358153,Размер оголовья: 51–65 см,56
793358153,Защита от электричества: 440 В,56
793358153,Материал корпуса: полиэтилен,56
793358153,Защита от электричества: защита от поражения переменным электрическим током напряжением не более 1000 В или постоянным – не более 1500 В В,56
793358155,Вид: Накомарники,1
793358155,Описание: Диаметр горловины затягивается до необходимого размера шнурком. В области подбородка накомарник фиксируется резинкой.,1
793358155,Цвет: защитный камуфлированный,1
793358155,Материал: 100 полиэфира процент (%),1
793358155,Комплектация: К полям шляпы прикреплена москитная сетка,1
793358155,Модель: Шляпа с противомоскитной сеткой,1
793358155,Вид: Средства защиты головы,1
793358157,Вид: Очки защитные,50
793358157,Цвет линз: прозрачный,50
793358157,Вид: Средства защиты головы,50
793358157,Покрытие линз: uvex supravision excellence,50
793358157,Оптический класс: 1 №,50
793358157,Масса: 0.03000 кг,50
793358157,Крепление: дужки,50
793358157,Материал линзы: :поликарбонат,50
793358157,Тип: открытые,50
793358157,Конструкция: открытые панорамные очки с оптимальной системой вентиляции,50
793358157,Защитные свойства: высокопрочная поликарбонатная линза защищает от летящих частиц (45 м/с),50
793358157,Цвет оправы: серый,50
793358157,Конструкция: открытые,50
793358157,Модель: Очки О37 UNIVERSAL TITAN (Универсал Титан) (PL) (13711),50
793358157,Температурный режим использования: от -5 до +55 [0*]С,50
793358161,Материал: флис «Виндблок»,15
793358161,Назначение подшлемника: для защиты головы,15
793358161,", органов дыхания, шеи от внешних воздействий: сильного ветра",15
793358161,Плотность материала: 365 гр/м2,15
793358161,Цвет: лицевая сторона – темно-синий,15
793358161,Вид: Подшлемники,15
793358161,Состав: 100 полиэфир %,15
793358161,Модель: Шлем-подшлемник «Виндблок»,15
793358161,Тип: Подшлемник,15
793358161,Размер универсальный: 54-62,15
793358161,Вид: Средства защиты головы,15
793358161,Вид: От брызг,15
793358161,Описание: Подшлемник с пелериной и высокой подбородочной частью. Лицевой вырез и верх подбородочной части регулируются по объему эластичным шнуром,15
793358161,Трикотажного полотна: Хлопок,15
793358161,Цвет: синий,15
793358163,Вид: Средства защиты противошумные,17
793358163,Вид: Средства защиты головы,17
793358163,Вид: Наушники,17
793358163,Вид: складное,17
793358163,Материал корпуса: пластик,17
793358163,Назначение: Предназначены для снижения уровня шума,17
793358163,Цвет: черный/оранжевый,17
793358163,Модель: Наушники противошумные складные «Max 500» (31050),17
793358163,Материал: вспененный полиуретан,17
793358163,Размер изделия: 15,17
793358163,Цвет: :черный,17
793358163,Защитные свойства: :от воздействия шума до 107 дБ,17
793358163,Конструкционные детали: изготовлены из АБС-пластика,17
793358163,Масса: не более 139 г,17
793358163,Описание: Регулируемое оголовье,17
793358165,Описание: Трикотажная полоска по лицевому вырезу обеспечивает хорошее прилегание по окружности лица. Пелерина обеспечивает дополнительную защиту в области затылочной части и плеч,2
793358165,Ткань: 70 Преокс,2
793358165,Плотность ткани: 260 кг/кв.м.,2
793358165,Модель: Шлем-подшлемник сварщика летний «Приор»,2
793358165,Цвет: хаки,2
793358165,Размер: 62-64,2
793358165,Размер: 59-61,2
793358167,Вид: Щитки лицевые защитные,16
793358167,Вид: Средства защиты головы,16
793358167,Цвет: прозрачный,16
793358167,Толщина: 2.00000 мм,16
793358167,Масса: 445 г,16
793358167,Материал корпуса: ударопрочный нейлон,16
793358167,Температурный режим: от –10 до +55 [0*]С,16
793358167,Материал: оптически прозрачный термостойкий поликарбонат,16
793358167,Вид: пластиковое со сменным налобным текстильным обтюратором,16
793358167,Модель: Щиток защитный лицевой «КБТ ВИЗИОН® TITAN» с креплением на каске (04390),16
793358167,Защитные свойства: рекомендован строителям,16
793358167,Оптический класс: 1/1/1/1,16
793358167,Размер светофильтра: 110х90х9 мм,16
793358167,Вид: 100х60 мм,16
793358167,"Степень затемнения, din: 9-13",16
793368388,Вес: 15 кг,1
793368388,Внешние габариты: 320х380х454 мм,1
793368388,Диапазон температуры сушки: от 0 до +40 [0*]С,1
793368388,Количество пар патрубков для обуви: 2 шт,1
793368388,Мощность: 130 кВт,1
793368388,Напряжение: 240 В,1
793368388,Вид: Оборудование,1
793368388,Вид: Шкафы сушильные промышленные,1
793368388,Модель: Дезинфектор,1
793369836,Вид: Гигиенические средства,6
793369836,Вид: Полотенца текстильные,6
793369836,Плотность основной ткани: 360 грамм на квадраный метр,6
793369836,Длина: 80.00000 см,6
793369836,Модель: Полотенце вафельное,6
793369836,Описание: Полотенце махровое,6
793369836,Назначение: Для рук и лица,6
793369836,Цвет: белое,6
793369836,Размер: 50*90 см,6
793369836,Модель: Полотенце махровое 50?90 см зеленое,6
793369836,Цвет: Темно-бордовый,6
793369836,Международный размер: 50х90,6
793369836,Вес: 0.07000 кг,6
793369836,Тип: вафельное,6
793369836,Состав: 100 хлопок,6
793370340,Вид: Пояс предохранительный лямочный,3
793370340,Длина поясного ремня: 1800 мм,3
793370340,Величина обхвата талии: 1200–1600 мм,3
793370340,Размер пояса: XXL,3
793370340,Количество точек крепления: 2 шт,3
793370340,Назначение: предназначен для обеспечения безопасности работ на высоте как удерживающая и страховочная привязь,3
793370340,Вид: наплечные,3
793370340,Модель: Пояс предохранительный лямочный ППЛ-32 (размер XXL),3
793370340,Масса: 110 грамм (г),3
793370340,Защитные свойства: Полумаска используется с фильтрами (фильтры приобретаются отдельно),3
793370340,Модель: Полумаска изолирующая UNIX 1000 (средний размер),3
793370340,Разрывная нагрузка: 15000 Н,3
793370340,Масса: не более 2,3
793370340,Гарантийный срок хранения: 5 г,3
793370374,Описание: Снабжена клапаном,1
793370374,Предназначен: для хранения и ношения промышленного противогаза с панорамной маской.,1
793370374,Габаритные размеры: 40 см,1
793370374,Гарантийный срок хранения: 15 лет,1
793370374,Модель: Сумка для панорамных масок UNIX,1
793370374,Вид: Сумка,1
793370374,Масса: 200 г,1
793370402,Комплектация: Маска состоит из панорамного стекла-корпуса,4
793370402,Площадь поля зрения: 77 %,4
793370402,Назначение: Предназначен для защиты органов дыхания,4
793370402,Вид: Средства индивидуальной защиты органов дыхания,4
793370402,Срок хранеиия: 10 г,4
793370402,Вид: Противогазы,4
793370402,Или оголовья маски противогаза: Регулируемый,4
793370402,Модель: МАГ 0403 CL 2,4
793370402,Комплектация: с воздухоподводящим шлангом длиной 10 м в мешке,4
793370402,Применение: Применяется в различных отраслях промышленности и коммунального хозяйства для работы в емкостях,4
793370402,Принцип работы: Противогаз работает по принципу всасывания воздуха под лицевую часть самим работающим из зоны чистого воздуха по шлангу и соединительным трубкам,4
793370402,Гарантийный срок хранения: 10.00000 г,4
793370402,Диапазон рабочих температур: во всех климатических зонах при температуре окружающего воздуха от - 40 до + 40С и относительной влажности воздуха до 98%. градус,4
793370402,Назначение: предназначена для использования в качестве лицевой части в фильтрующих СИЗОД с резьбовым присоединением фильтров.,4
793370402,Степень защиты до: 2 (CL 2),4
793370426,Вес: 3850.00000 г,1
793370426,Особенности: Завальцованные кольца на концах веревки,1
793370426,Длина: 50.00000 м,1
793370426,Материал: изготавливается из полиэфира (лавсана) – обозначение КСЛ,1
793370426,Назначение: Используют для страховки работников аварийно-спасательных служб,1
793370426,Модель: КСЛ 50,1
793370426,Диаметр: 12.00000 мм,1
793370428,Материал: полиэфирный канат,8
793370428,Материал: Полиамид,8
793370428,Вес: 980.00000 г,8
793370428,Длина: 200.00000 см,8
793370428,Отличительные признаки: Строп регулируемый одинарный веревочный,8
793370428,Карабины: наличие,8
793370428,Модель: Строп веревочный одинарный регулируемый «B12p» (vnt B12p),8
793370428,Назначение элемента альпинистского снаряжения: Промышленный альпинизм,8
793370428,Обхват груди: 75-120 см,8
793370428,Обхват ног: 50-80 см,8
793370428,Обхват пояса: 90-120 см,8
793370428,Материал: высокопрочный канат из синтетических волокон диаметром,8
793370428,Модель: Гибкая анкерная линия «АнкерЛайн»,8
793370428,Ширина: 19.00000 мм,8
793370428,Модель: Петля анкерная «ЛЮКС» 80 см,8
793370434,Тип: лента-липучка,148
793370434,Размер: 11,148
793370434,Вид: сигнальный,148
793370434,Класс вязки: 13,148
793370434,Ширина соп: 5 см,148
793370434,Световозвращающий материал: лента,148
793370434,Состав материала: 100 полиэфир %,148
793370434,Материал покрытия: вспененный нитрил,148
793370434,Материал основы: нейлон,148
793370434,Плотность ткани: 120 гр/м2,148
793370434,Цвет: флуоресцентный оранжевый,148
793370434,Материал покрытия: полиуретан,148
793370434,Материал основы: хлопковое напыление,148
793370434,Применение: сборка,148
793370434,Назначение: работы на топливозаправочных станциях,148
793370454,Защита от электричества: защиты от постоянного электрического тока напряжением до 1500 В,1
793370454,Тип: STANDAR,1
793370454,Вид: каска защитная,1
793370454,Масса: 240 г,1
793370454,Материал корпуса: TermotreK,1
793370454,Подбородочный ремень: наличие,1
793370454,Модель: Каска защитная «СОМЗ-55 Favori®T» красная (75516),1
793370454,Цвет: красный,1
793370506,Вес: 663.00000 г,1
793370506,Вид: Светодиодный фонарь,1
793370506,Зарядное устройство: от сети,1
793370506,Защита: Встроенная от перезаряда и полного разряда аккумулятора,1
793370506,Режимов освещения: 3 шт,1
793370506,Тип: Литий -ионный,1
793370506,Модель: Фонарь «Яркий Луч» LA-1W,1
793370542,Габаритные размеры: 35х45х24 см,1
793370542,Количество внешних карманов: 7.00000 шт,1
793370542,Материал: полиэстер,1
793370542,Вид: Сумки,1
793370542,Вид: Сумки повседневные,1
793370542,Модель: Рюкзак,1
793370542,Вид: молния,1
793370542,Цвет: васильковый,1
793370560,Модель: колготки,16
793370560,Плотность: 40 %,16
793370560,Цвет: бежевый,16
793370560,Состав: Полиамид и эластан,16
793370560,"Плотность плетения колгот, ден: 40.00000",16
793370560,Упаковка: 1 шт,16
793370560,Размер: 4,16
793370560,Производитель: беларусь,16
793370560,Материал: полиамид,16
793370560,Состав: 87 - полиамид,16
793370560,Модель: 40 ден бежевые размер 4,16
793370560,Модель: Колготки женские CONTE ELEGANT SOLO 40 den,16
793370560,Вид: классические,16
793370562,Вид: Изделия чулочно-носочные,19
793370562,Вид: Носки,19
793370562,Вид: Галантерейные товары,19
793370562,Половая принадлежность: мужские,19
793370562,Цвет: черные,19
793370562,Описание: Разработаны для использования в зимнее время года при низких температурах в широком диапазоне,19
793370562,Модель: Носки из полушерстяной пряжи,19
793370562,Состав: 50 шерсть мериносов,19
793370562,Описание: Носки выполнены из хлопка высокого качества,19
793370562,Половая принадлежность: унисекс,19
793370562,Состав: хлопок 100 процент (%),19
793370562,Модель: Термоноски Island Cup Wintertech (Айланд Кап Винтертеч),19
793370562,Состав: 75 шерсть,19
793370562,Состав: 60шерсть,19
793370562,Сезон: зимнее время года,19
793370566,Защитные свойства: защита от общих производственных загрязнений,12
793370566,Материал подкладки: Искусственный мех с шерстяным ворсом + мембрана J-Tex,12
793370566,Модель: Котка,12
793370566,Материал верха обуви: Кожа велюр,12
793370566,Назначение: рекомендуются для сотрудников охранных предприятий,12
793370566,Тип: шнурки,12
793370566,Подкладка: кожа подкладочная,12
793370566,Подошва: термоэластопласт,12
793370566,Метод крепления подошвы: клеевой,12
793370566,Защитные носки: термопласт,12
793370566,Верх обуви: кожа натуральная,12
793370566,Модель: Полуботинки форменные р.42,12
793370566,Высота голенища: 32 см,12
793370566,Защитные свойства: Нс Нм Щ20 Мун200 СЖ Тн40 Тп З,12
793370566,Материал подошвы: двухслойный,12
793370572,Метод крепления: литьевой,58
793370572,Модель: Полуботинки кроссовые (кроссовки),58
793370572,Подошва: однослойный полиуретан,58
793370572,Материал верха: велюр кожевенный,58
793370572,Подносок: укрепленный гранитолевый.,58
793370572,Подкладка: нетканое полотно.,58
793370572,Материал верха обуви: натуральная кожа.,58
793370572,Цвет: черный с синим,58
793370572,Подошва: двухслойная полиуретан и нитрильная резина VIBRAM® выдерживает кратковременный контакт (60 с) с поверхностями,58
793370572,Модель: Полуботинки URUGUAY FAST («Уругвай Фаст») с системой быстрой шнуровки BOA® и мембраной Gore-Tex®,58
793370572,Подкладка: паропроницаемый и водонепроницаемый материал Gore-Tex®,58
793370572,Цвет: черный.,58
793370572,Модель: Туфли женские текстильные «Эмануэла»,58
793370572,Цвет: синий,58
793370572,Подошва: ПВХ.,58
793370578,Модель: Обувь валяная специальная от пониженных температур на резиновом ходу,29
793370578,Материал верха обуви: Натуральная шерсть,29
793370578,Назначение: Рекомендованы для эксплуатации во II,29
793370578,Материал подошвы: Резина,29
793370578,Цвет изделия: белый с голубым,29
793370578,Модель: Туфли женские «Сальма» (SALMA LBL),29
793370578,Метод крепления подошвы: клеевой,29
793370578,Цвет: серый,29
793370578,Пол: женский,29
793370578,Высота: 40 см,29
793370578,Материал: натуральная шерсть процент (%),29
793370578,Вид: Обувь валяная,29
793370578,Вес: 2500 г,29
793370578,Размер: 23 (36),29
793370580,Материал подошвы: полиуретан + термопластичный полиуретан.,298
793370580,Метод крепления подошвы: литьевой.,298
793370580,Внутренний защитный носок: металлический (Мун 200),298
793370580,Подкладка: трикотаж,298
793370580,Цвет: белый.,298
793370580,Высота: 38 см,298
793370580,Подошва: однослойный ПВХ,298
793370580,Вид: Обувь с защитным металлическим подноском,298
793370580,Подошва: TYRE®,298
793370580,Проколозащитные прокладки: TXZERO® многослойный материал (1200 H),298
793370580,Материал верха: ПВХ,298
793370580,Модель: Полуботинки «Альбус» с перфорацией,298
793370580,Цвет: оливковый,298
793370580,Полнота: 9,298
793370580,Вид: Обувь,298
793370590,Модель: Боты диэлектрические,6
793370590,Защитные свойства: защита от электрического тока напряжением 1кВ,6
793370590,Материал верха обуви: резина,6
793370590,Назначение: Боты обеспечивают дополнительную защиту от поражения электрическим током при работе в электроустановках закрытого типа,6
793370590,Метод крепления подошвы: формовой,6
793370590,Вид: Обувь специальная диэлектрическая,6
793370590,Подошва: резина,6
793370590,Половой признак: Универсальные,6
793370590,Цвет: кремовый,6
793370590,Материал: резина процент (%),6
793370590,Вид: Боты,6
793370590,Размер обуви: 45,6
793370590,Размер: 43.00000 размер,6
793370590,Вид: Обувь,6
793370590,Размер: 46,6
793370592,Вид: Обувь специальная из полимерных материалов для защиты от механических воздействий для работающих в угольных шахтах и разрезах,65
793370592,Вид: Обувь специальная,65
793370592,Подошва промежуточный слой: вспененный ПВХ + нитрильный каучук.,65
793370592,Модель: Сапоги ПВХ «Призма-2»,65
793370592,Метод крепления: литьевой,65
793370592,Вкладная стелька: текстильный материал,65
793370592,Подкладка: полиэстер,65
793370592,Высота: 383 мм,65
793370592,Защита: водонепроницаемые,65
793370592,", кислотощелочестойкая (устойчивая к воздействию химических факторов: нефти",65
793370592,Защитные носки: металлические 200 Дж,65
793370592,Подошва: двухслойная маслобензостойкая,65
793370592,Материал: 100 ПВХ процент (%),65
793370592,Утеплитель: многослойный вкладной чулок (шерстяной мех на трикотажной основе / нетканое льняное полотно / фольгированное полотно).,65
793370592,Модель: Сапоги мужские «НордМан Классик» утепленные с манжетой,65
793370594,Количество слоев подошвы: 2,1039
793370594,Полнота: 10,1039
793370594,Метод крепления: литьевой,1039
793370594,Вид: Обувь специальная кожаная для защиты от механических воздействий,1039
793370594,Материал подошвы: полиуретан + термопластичный полиуретан,1039
793370594,Защитные носки: композитный материал (Мун 200),1039
793370594,Материал верха обуви: кожа натуральная,1039
793370594,Вид: Обувь специальная,1039
793370594,Материал: кожа натуральная,1039
793370594,Цвет: черный.,1039
793370594,Назначение: для работы в нефтегазовой,1039
793370594,Половой признак: женский,1039
