category_id,category_name,characteristic
793143252,Элементы специальной одежды и средств защиты,0.18000 кг
793143252,Элементы специальной одежды и средств защиты,130.00000 мм
793143252,Элементы специальной одежды и средств защиты,Вес: 0.18000 кг Высота : 130.00000 мм Группа по назначе
793143252,Элементы специальной одежды и средств защиты,Длина: 210.00000 мм Материал : поликарбонат Сов
793143252,Элементы специальной одежды и средств защиты,Модель: e684 Россия
793143252,Элементы специальной одежды и средств защиты,Россия
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),18 мм
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),2.00000 м
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Длина: 2.00000 м Материал : полиамид карабины –
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Материал: : полиамид карабины – гальванизированная
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Модель: Строп с амортизатором регулируемый ALN11
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Одежда: Виды одежды (включая форменную) головных
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Особенности: : Комплектуется двумя карабинами с
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Применение: : для безопасной остановки падения и
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Россия
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Средства: индивидуальной защиты от падения с
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Статическая: прочность : 15 килоньютон (kn)
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),1170 г
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),190 см
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Виды: одежды специальной : Средства
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Масса: 1170 г Описание : для работы в опорном пространств
793300443,"Белье для спецодежды нательное, для взрослых",Белье: для спецодежды нательное для взрослых
793300443,"Белье для спецодежды нательное, для взрослых",Модель: : 13 Россия
793300443,"Белье для спецодежды нательное, для взрослых",Размер: 48-20 размер Модель : 13 Россия
793300443,"Белье для спецодежды нательное, для взрослых",Россия
793300443,"Белье для спецодежды нательное, для взрослых",Состав: хлопок 100 % Половая принадлежность : му
793300443,"Белье для спецодежды нательное, для взрослых",Цвет: : черный Комплектация : Кальсоны +
793300443,"Белье для спецодежды нательное, для взрослых",принадлежность: : мужской женский Размер : 48-20 размер
793300443,"Белье для спецодежды нательное, для взрослых",176 В
793300443,"Белье для спецодежды нательное, для взрослых",200 г
793300443,"Белье для спецодежды нательное, для взрослых",Модель: Термобелье мужское «Беринг» Россия
793300443,"Белье для спецодежды нательное, для взрослых",Область: применения : Термобелье предназначено
793300443,"Белье для спецодежды нательное, для взрослых",Одежда: Виды одежды (включая форменную) головных
793300443,"Белье для спецодежды нательное, для взрослых",Особенности: : Термобелье «Беринг» выполнено из
793300443,"Белье для спецодежды нательное, для взрослых",Соединительные: швы выполнены плоским швом (флэтлок) что
793300443,"Белье для спецодежды нательное, для взрослых",Состав: 50 хлопок 45 полиэфир 5 эластан % Станда
793300662,Одежда специальная для защиты от термических рисков электрической дуги,176 М
793300662,Одежда специальная для защиты от термических рисков электрической дуги,300 г
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Виды: одежды специальной : Одежда специальная
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Все: строчки выполнены огнестойкими нитками в
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Модель: : Фуфайка-свитер термостойкий «ВОЛЬТ л»
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Описание: Применяется в комплекте со специальной о
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Россия
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Цвет: серый Воротник : стойка низ изделия и ма
793300662,Одежда специальная для защиты от термических рисков электрической дуги,включая: форменную) головных уборов одежды
793300662,Одежда специальная для защиты от термических рисков электрической дуги,волокно: процент (%) Плотность основной ткани :
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Воротник: стойка Застежка : Центральная потайная н
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Карманы: 2 боковых накладных с клапанами на липуч
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Конструкция: обеспечивает хорошую посадку на фигуре с
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Модель: Куртка-накидка «ВОЛЬТ л 220 2-33» Россия
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Рукава: Низ регулируется по ширине патами с фикс
793300772,"Средства защиты ног, кроме обуви специальной",Модель: Наколенники «Универсал»
793300772,"Средства защиты ног, кроме обуви специальной",Россия
793300772,"Средства защиты ног, кроме обуви специальной",Средства: защиты ног кроме обуви специальной Вид
793300772,"Средства защиты ног, кроме обуви специальной",Цвет: черный Размер универсальный : 1 Модель : Наколенни
793300772,"Средства защиты ног, кроме обуви специальной",корпуса: : ЭВА Страна производства : Россия Цвет
793300772,"Средства защиты ног, кроме обуви специальной",ног: наколенники Материал корпуса : ЭВА Стран
793300772,"Средства защиты ног, кроме обуви специальной",Материал: трехслойное нетканое полотно «Полизон» Температурн
793300772,"Средства защиты ног, кроме обуви специальной",Размер: 39 (247) Модель : Чулки вкладные «Полизон» Россия
793300772,"Средства защиты ног, кроме обуви специальной",Серый: с черным Вид продукции : Товары Виды
793300772,"Средства защиты ног, кроме обуви специальной",вкладные: «Полизон» Россия
793300772,"Средства защиты ног, кроме обуви специальной",кроме: обуви специальной Внутренний слой :
793300772,"Средства защиты ног, кроме обуви специальной",одежды: (включая форменную) головных уборов
793300772,"Средства защиты ног, кроме обуви специальной",одежды: специальной : Спецодежда (специальная
793300772,"Средства защиты ног, кроме обуви специальной",полотно: «Полизон» Температурный режим : до -30
793300772,"Средства защиты ног, кроме обуви специальной",режим: до -30 [0*]С Размер : 45 (292) Модель : 
793302093,Средства дезинсекционные,147 м
793302093,Средства дезинсекционные,25 см
793302093,Средства дезинсекционные,Вид: продукции : Товары Вид товаров : Бытовая
793302093,Средства дезинсекционные,Модель: Аэрозоль-репеллент «Рефтамид Максимум» 1
793302093,Средства дезинсекционные,Объем: 147.00000 см[3*] Состав : N N-диэтил-м-т
793302093,Средства дезинсекционные,Распылить: средство на ладонь и нанести не втирая
793302093,Средства дезинсекционные,Россия
793302093,Средства дезинсекционные,Состав: : N N-диэтил-м-толуамид (ДЭТА) 28
793302093,Средства дезинсекционные,Способ: применения : Перед применением баллон
793302093,Средства дезинсекционные,дезинсекционные: Время защитного действия при нанесении
793302204,Мыло туалетное жидкое,0.02500 Л
793302204,Мыло туалетное жидкое,2011 Г
793302204,Мыло туалетное жидкое,250 м
793302204,Мыло туалетное жидкое,Вес: 0.25000 кг Вид мыла : крем жидкое Вид уп
793302204,Мыло туалетное жидкое,Назначение: : Применяется для удаления легких
793302204,Мыло туалетное жидкое,Объем: 0.02500 Л Модель : «Гарда-Стандарт Аква 
793302204,Мыло туалетное жидкое,Стандарт: Аква Клин» крем-мыло с помпой-дозатором
793302204,Мыло туалетное жидкое,дозатором: Гост тр : ТР ТС 019 2011 ГОСТ 31696-2012
793302204,Мыло туалетное жидкое,мыла: : крем жидкое Вид упаковки : бутыль с
793302204,Мыло туалетное жидкое,500 мл
793302204,Мыло туалетное жидкое,Россия
793303192,Мыло туалетное твердое,100.00000 г
793303192,Мыло туалетное твердое,Модель: Мыло туалетное в обертке Россия
793303192,Мыло туалетное твердое,Мыло: туалетное твердое Вид ароматической
793303192,Мыло туалетное твердое,Наличие: ароматической отдушки : Да Наличие
793303192,Мыло туалетное твердое,Россия
793303192,Мыло туалетное твердое,обертки: : Да Подходит для ежедневного
793303192,Мыло туалетное твердое,отдушки: : Цитрусовая Масса нетто : 100.00000 г
793303632,Средства для индивидуальной защиты кожи,100 г
793303632,Средства для индивидуальной защиты кожи,2011 Г
793303632,Средства для индивидуальной защиты кожи,Вид: Восстанавливающий регенерирующий крем Масса : 100
793303632,Средства для индивидуальной защиты кожи,Масса: 100 г Назначение : Эффективно восстанавл
793303632,Средства для индивидуальной защиты кожи,Модель: «Гарда-Стандарт» крем регенерирующий (100 мл)
793303632,Средства для индивидуальной защиты кожи,Назначение: : Эффективно восстанавливает кожу рук
793303632,Средства для индивидуальной защиты кожи,Объем: 100 см[3*] Содержит : провитамины и спец
793303632,Средства для индивидуальной защиты кожи,Средства: для индивидуальной защиты кожи Стандарты
793303632,Средства для индивидуальной защиты кожи,Масса: 100 г Назначение : предназначен для защи
793303632,Средства для индивидуальной защиты кожи,Назначение: предназначен для защиты кожи от водорастворимых вр
793303632,Средства для индивидуальной защиты кожи,Россия
793303632,Средства для индивидуальной защиты кожи,Содержит: : увлажняющие и питающие компоненты Срок
793303632,Средства для индивидуальной защиты кожи,Назначение: После окончания работ нанести 0 5–1 мл крема на чи
793303632,Средства для индивидуальной защиты кожи,Температурный: режим использования : от 0 и выше [0*]С
793303632,Средства для индивидуальной защиты кожи,Торговая
793306602,Принадлежности для ухода за одеждой и обувью,Ложка: для обуви SALTON металлическая Россия
793306602,Принадлежности для ухода за одеждой и обувью,Материал: прочная высококачественная сталь с эмале
793306602,Принадлежности для ухода за одеждой и обувью,Назначение: Для быстрого и комфортного надевания обу
793306602,Принадлежности для ухода за одеждой и обувью,Принадлежности: для ухода за одеждой и обувью Цвет :
793306602,Принадлежности для ухода за одеждой и обувью,Россия
793306602,Принадлежности для ухода за одеждой и обувью,Цвет: желтый Вид продукции : Товары Виды хозяй
793306602,Принадлежности для ухода за одеждой и обувью,бытовые: Виды принадлежностей и инвентаря
793315402,Пижамы для взрослых,180 г
793315402,Пижамы для взрослых,Пижамы: для взрослых Плотность : 180 гр м2
793315402,Пижамы для взрослых,Плотность: 180 гр м2 Размер рост : 96 182-188 Соста
793315402,Пижамы для взрослых,Россия
793315402,Пижамы для взрослых,Цвет: : зеленый Модель : Белье мужское «Тайга»
793315402,Пижамы для взрослых,трикотажное: полотно х б) р.96 182-188 Россия
793315402,Пижамы для взрослых,230 г
793315402,Пижамы для взрослых,Комплектность: фуфайка и кальсоны Плотность : 230 гр м2
793315402,Пижамы для взрослых,Пижамы: для взрослых Комплектность : фуфайка и
793315402,Пижамы для взрослых,утепленное: «Камыш» (трикотажное полотно х б с
793315402,Пижамы для взрослых,Размер: рост : 116 170-176 Состав : 100 хлопок %
793315402,Пижамы для взрослых,Благодаря: входящей в состав шерсти и двухслойной
793315402,Пижамы для взрослых,Назначение: Специальное двухслойное термобелье разработано для
793315402,Пижамы для взрослых,Пол: мужской Рост : 176 см Состав : 30 шерсть
793315402,Пижамы для взрослых,Полиэфир: обеспечивает отвод влаги от тела.
793315842,Ветровки для взрослых,Ветровки: для взрослых Рост : 170-176 Пол :
793315842,Ветровки для взрослых,Капюшон: 1 Цвет : серый отделка – светло-серый кр
793315842,Ветровки для взрослых,Модель: Куртка-ветровка мужская «Реал» Россия
793315842,Ветровки для взрослых,Россия
793315842,Ветровки для взрослых,Состав: ткани верха : 100% полиамид Отделка
793315842,Ветровки для взрослых,мужской: Ткань верха : мембранная «Полириб Н»
793315842,Ветровки для взрослых,ткани: : водоотталкивающая Капюшон : 1 Цвет :
793315842,Ветровки для взрослых,Рост: 170-176 Состав ткани верха : 100% полиам
793315842,Ветровки для взрослых,мужская: «Реал» р.128-132 170-176 Россия
793315842,Ветровки для взрослых,серый: красный хаки Модель : Куртка-ветровка
793315842,Ветровки для взрослых,Капюшон: 1 Размер рост : 88-92 170-176 Цвет : сер
793315844,Куртки для взрослых из текстильных материалов демисезонные,Куртки: для взрослых из текстильных материалов
793315844,Куртки для взрослых из текстильных материалов демисезонные,Модель: Куртка мужская демисезонная лётная
793315844,Куртки для взрослых из текстильных материалов демисезонные,110 г
793315844,Куртки для взрослых из текстильных материалов демисезонные,188 М
793315844,Куртки для взрослых из текстильных материалов демисезонные,Карманы: : : с клапанами на кнопках и прорезные
793315844,Куртки для взрослых из текстильных материалов демисезонные,Плотность: ткани : 110 г кв.м Плотность утеплителя
793315844,Куртки для взрослых из текстильных материалов демисезонные,Подкладка: 100 полиэфир % Ткань : 100 полиэфир % Ут
793315844,Куртки для взрослых из текстильных материалов демисезонные,Россия
793315844,Куртки для взрослых из текстильных материалов демисезонные,Цвет: черно-синий Размер рост : 120 188 Модель
793315844,Куртки для взрослых из текстильных материалов демисезонные,двухзамковая: металлическая молния и потайные кнопки
793315844,Куртки для взрослых из текстильных материалов демисезонные,демисезонные: Наличие логотипа : 1 Воротник : : стойка
793315844,Куртки для взрослых из текстильных материалов демисезонные,карманы: внутренний карман формата А4 а также
793315844,Куртки для взрослых из текстильных материалов демисезонные,карманы: на подкладке куртки и на утеплителе.
793315844,Куртки для взрослых из текстильных материалов демисезонные,Воротник: : стойка Застёжка : двухзамковая металли
793315844,Куртки для взрослых из текстильных материалов демисезонные,Утеплитель: : : Шелтер® Микро Цвет : Темно - синий
793315955,Пальто для взрослых из текстильных материалов зимние,Капюшон: Мягкий теплый несъемный капюшон с подкла
793315955,Пальто для взрослых из текстильных материалов зимние,Карманы: В рельефах – боковые карманы на потайной
793315955,Пальто для взрослых из текстильных материалов зимние,Модель: : Пальто женское зимнее «Герда» Россия
793315955,Пальто для взрослых из текстильных материалов зимние,Отделка: : водоотталкивающая Рукава : с
793315955,Пальто для взрослых из текстильных материалов зимние,Пальто: для взрослых из текстильных материалов
793315955,Пальто для взрослых из текстильных материалов зимние,Подкладка: 100 полиэфир с антистатической отделкой 
793315955,Пальто для взрослых из текстильных материалов зимние,Россия
793315955,Пальто для взрослых из текстильных материалов зимние,Цвет: : темно-синий мех – черный Застёжка : двухзамковая
793315955,Пальто для взрослых из текстильных материалов зимние,антистатической: отделкой % Вид размера : Стандартный
793315955,Пальто для взрослых из текстильных материалов зимние,ветрозащитными: клапанами с потайными кнопками сверху
793315955,Пальто для взрослых из текстильных материалов зимние,взрослых: : Пальто для взрослых Вид пальто для
793316172,Куртки для взрослых из текстильных материалов зимние,150 г
793316172,Куртки для взрослых из текстильных материалов зимние,182 см
793316172,Куртки для взрослых из текстильных материалов зимние,Вид: одежда для взрослых : Куртки для
793316172,Куртки для взрослых из текстильных материалов зимние,Виды: одежды (включая форменную) головных
793316172,Куртки для взрослых из текстильных материалов зимние,Карманы: : : с клапанами на кнопках и прорезные
793316172,Куртки для взрослых из текстильных материалов зимние,Микро: Размер рост : 104 182 см Модель : Куртка
793316172,Куртки для взрослых из текстильных материалов зимние,Модель: Куртка мужская утепленная «Аэро» Россия
793316172,Куртки для взрослых из текстильных материалов зимние,Мужской: Сезон : Зима Цвет : черно-синий Вид
793316172,Куртки для взрослых из текстильных материалов зимние,Подкладка: : 100 полиэфир % Половой признак :
793316172,Куртки для взрослых из текстильных материалов зимние,Россия
793316172,Куртки для взрослых из текстильных материалов зимние,Цвет: черно-синий Вид продукции : Товары Вид курток для
793316172,Куртки для взрослых из текстильных материалов зимние,Воротник: : стойка Застёжка : двухзамковая металли
793316172,Куртки для взрослых из текстильных материалов зимние,Наличие: логотипа : 1 Плотность утеплителя : 150
793316172,Куртки для взрослых из текстильных материалов зимние,Утеплитель: : : Шелтер® Микро Цвет : черно-синий Вид
793316172,Куртки для взрослых из текстильных материалов зимние,Наличие: логотипа : 1 Воротник : : стойка
793316282,Куртки для взрослых с верхом из меха зимние,195 г
793316282,Куртки для взрослых с верхом из меха зимние,Капюшон: 1 Количество слоев утеплителя : 3 шт Мат
793316282,Куртки для взрослых с верхом из меха зимние,Куртки: для взрослых с верхом из меха Вид курток
793316282,Куртки для взрослых с верхом из меха зимние,Материал: опушки капюшона : с опушкой из
793316282,Куртки для взрослых с верхом из меха зимние,Мужской: Размер рост : 96-100 182-188 Сигнальные
793316282,Куртки для взрослых с верхом из меха зимние,Одежда: Отделка ткани : масловодоотталкивающая
793316282,Куртки для взрослых с верхом из меха зимние,Цвет: темно-серый Модель : Куртка мужская зимн
793316282,Куртки для взрослых с верхом из меха зимние,верха: 74 полиамид 26 полиэфир % Стандарты : ТР
793316282,Куртки для взрослых с верхом из меха зимние,верхом: из меха зимние Виды одежды (включая
793316282,Куртки для взрослых с верхом из меха зимние,взрослых: Вид продукции : Товары Вид товаров :
793316282,Куртки для взрослых с верхом из меха зимние,Сигнальные: элементы : световозвращающие принты
793316282,Куртки для взрослых с верхом из меха зимние,Стандарты: : ТР ТС 019 2011 СТО 17385659-005-2018
793316282,Куртки для взрослых с верхом из меха зимние,ветрозащитная: Плотность ткани : 195 г кв.м Подкладка :
793316282,Куртки для взрослых с верхом из меха зимние,2018 М
793316282,Куртки для взрослых с верхом из меха зимние,Цвет: темно-серый Сигнальные элементы : светов
793316613,Шапки зимние для взрослых,Материал: трикотажное полотно Подкладка : флис Цве
793316613,Шапки зимние для взрослых,Модель: Шапка трикотажная двойная с утеплителем Тинсулейт®
793316613,Шапки зимние для взрослых,Размер: 55-62 Вид размера : Стандартный Вид това
793316613,Шапки зимние для взрослых,Россия
793316613,Шапки зимние для взрослых,Шапки: зимние для взрослых Материал :
793316613,Шапки зимние для взрослых,головных: уборов одежды специальной : Головные
793316613,Шапки зимние для взрослых,товаров: : Одежда Виды одежды (включая форменную)
793316613,Шапки зимние для взрослых,150 г
793316613,Шапки зимние для взрослых,2011 Г
793316613,Шапки зимние для взрослых,2013 М
793316613,Шапки зимние для взрослых,Материал: «Капитан» с полиуретановым ветрозащитным
793316613,Шапки зимние для взрослых,Микро: 150 г кв.м 2 слоя. Искусственный мех
793316613,Шапки зимние для взрослых,Описание: : Ушки со шнурком с фиксатором могут
793316613,Шапки зимние для взрослых,Подкладка: 100% вискоза плотность 60 г кв.м + ветро
793316613,Шапки зимние для взрослых,Размер: 56 Состав : 100 полиамид % Утеплитель (подкладка)
793334322,Бельевые изделия нательные спортивные для взрослых,176 М
793334322,Бельевые изделия нательные спортивные для взрослых,200 г
793334322,Бельевые изделия нательные спортивные для взрослых,Бельевые: изделия нательные спортивные для
793334322,Бельевые изделия нательные спортивные для взрослых,Модель: Беринг Россия
793334322,Бельевые изделия нательные спортивные для взрослых,Плотность: : 200 гр м2 Половой признак : Мужской
793334322,Бельевые изделия нательные спортивные для взрослых,Россия
793334322,Бельевые изделия нательные спортивные для взрослых,Состав: : 50% хлопок 45% полиэфир 5% эластан. %
793334322,Бельевые изделия нательные спортивные для взрослых,Цвет: : черный Вид продукции : Товары Вид
793334322,Бельевые изделия нательные спортивные для взрослых,взрослых: : Белье спортивное для взрослых Размер
793334322,Бельевые изделия нательные спортивные для взрослых,взрослых: Вид бельевого изделия : Термобелье
793334322,Бельевые изделия нательные спортивные для взрослых,головных: уборов одежды специальной : Одежда для
793334322,Бельевые изделия нательные спортивные для взрослых,Вид: одежда для взрослых : Спортивная одежда
793334322,Бельевые изделия нательные спортивные для взрослых,Виды: одежды (включая форменную) головных
793334322,Бельевые изделия нательные спортивные для взрослых,Размер: российский : 116 188 см Модель : Беринг
793334322,Бельевые изделия нательные спортивные для взрослых,Анатомические: манжеты плотно и бережно облегают
793341142,Джемперы для взрослых,2011 В
793341142,Джемперы для взрослых,Вид: одежда для взрослых : Джемперы свитеры
793341142,Джемперы для взрослых,Виды: одежды (включая форменную) головных
793341142,Джемперы для взрослых,ГОСТ: 31410-2009 ТР ТС 017 2011 Виды джемперов
793341142,Джемперы для взрослых,Джемперы: для взрослых Пол : мужской Размер рост :
793341142,Джемперы для взрослых,Пол: мужской Размер рост : 96 182-188 Состав 
793341142,Джемперы для взрослых,Состав: : 50 полиакрил 50 шерсть % Стандарты :
793341142,Джемперы для взрослых,Цвет: черный Модель : Джемпер полушерстяной (без рукавов
793341142,Джемперы для взрослых,головных: уборов одежды специальной : Одежда для
793341142,Джемперы для взрослых,рост: 112 182-188 Состав : 50 полиакрил 50 шер
793341142,Джемперы для взрослых,Цвет: черный Размер рост : 96 170-176 Стандарт
793341142,Джемперы для взрослых,без: рукавов)
793341252,Свитеры для взрослых,Вырез: : круглый Модель : Свитер полушерстяной
793341252,Свитеры для взрослых,Материал: 30 шерсть 70 ПАН. процент (%) Вырез : круглый Моде
793341252,Свитеры для взрослых,Размер: 96 170-176 Цвет : черный Вид продукции :
793341252,Свитеры для взрослых,Россия
793341252,Свитеры для взрослых,взрослых: : Джемперы свитеры для взрослых Виды
793341252,Свитеры для взрослых,включая: форменную) головных уборов одежды
793341252,Свитеры для взрослых,специальной: : Одежда для взрослых Вид одежда для
793341252,Свитеры для взрослых,черный: Вид продукции : Товары Виды одежды
793347084,Перчатки из полимерных материалов для защиты от внешних воздействий,Китай
793347084,Перчатки из полимерных материалов для защиты от внешних воздействий,Материал: натуральная кожа козленка Материал подкл
793347084,Перчатки из полимерных материалов для защиты от внешних воздействий,Перчатки: из полимерных материалов для защиты от
793347084,Перчатки из полимерных материалов для защиты от внешних воздействий,Размер: 24 (9) Модель : Перчатки кожаные с подкладкой из н
793347084,Перчатки из полимерных материалов для защиты от внешних воздействий,Средства: защиты рук Вид средств защиты рук :
793347084,Перчатки из полимерных материалов для защиты от внешних воздействий,Стандарты: ТР ТС 019 2011 Размер : 24 (9) Модель : 
793347084,Перчатки из полимерных материалов для защиты от внешних воздействий,Товары: Виды одежды (включая форменную) головных
793347084,Перчатки из полимерных материалов для защиты от внешних воздействий,Цвет: черный Вид продукции : Товары Виды одежд
793347084,Перчатки из полимерных материалов для защиты от внешних воздействий,Катлер: PU) от порезов уровень 3 Китай
793347084,Перчатки из полимерных материалов для защиты от внешних воздействий,Назначение: для защиты от механических воздействий (
793347084,Перчатки из полимерных материалов для защиты от внешних воздействий,Размер: 10 Модель : Перчатки CUTLER PU (Катлер P
793347084,Перчатки из полимерных материалов для защиты от внешних воздействий,внешних: воздействий Класс вязки : 13 Состав
793347084,Перчатки из полимерных материалов для защиты от внешних воздействий,воздействий: (истирания проколов порезов) Особенности
793347084,Перчатки из полимерных материалов для защиты от внешних воздействий,Манжеты: : трикотажные Материал основы :
793347084,Перчатки из полимерных материалов для защиты от внешних воздействий,Модель: Перчатки Sky Worker (Скай Воркер) Россия
793347963,Перчатки трикотажные для защиты от внешних воздействий,2011 В
793347963,Перчатки трикотажные для защиты от внешних воздействий,Вид: товаров : Одежда Виды одежды (включая
793347963,Перчатки трикотажные для защиты от внешних воздействий,Конструкция: ладони : двойное латексное покрытие
793347963,Перчатки трикотажные для защиты от внешних воздействий,Материал: основы : хлопок Материал покрытия :
793347963,Перчатки трикотажные для защиты от внешних воздействий,Модель: Перчатки трикотажные с латексным покрыти
793347963,Перчатки трикотажные для защиты от внешних воздействий,Назначение: для защиты рук от механических воздейств
793347963,Перчатки трикотажные для защиты от внешних воздействий,Перчатки: трикотажные для защиты от внешних
793347963,Перчатки трикотажные для защиты от внешних воздействий,Размер: 8 Стандарт : ТР ТС 019 2011 Вид продукци
793347963,Перчатки трикотажные для защиты от внешних воздействий,Россия
793347963,Перчатки трикотажные для защиты от внешних воздействий,воздействий: Класс вязки трикотажных перчаток : 13
793347963,Перчатки трикотажные для защиты от внешних воздействий,Области: применения : холодные склады
793347963,Перчатки трикотажные для защиты от внешних воздействий,ПАН: (акрил) % Назначение : для защиты рук от
793347963,Перчатки трикотажные для защиты от внешних воздействий,вязки: 7.00000 Состав ткани : 100 ПАН (акрил) %
793347963,Перчатки трикотажные для защиты от внешних воздействий,коммунальные: службы Покрытие : Точечное ПВХ Стандарт
793347963,Перчатки трикотажные для защиты от внешних воздействий,механических: воздействий и общепроизводственных
793347964,Рукавицы для защиты от внешних воздействий,Материал: : наладонник – натуральная кожа. Модель
