category_id,characteristic,total_items,sample_item_ids
793348072,Модель: брюки женские «стелла» светло-серые,284,"34777129, 35059995, 34321807, 20374974, 20510387"
793348072,Назначение: не является медицинским изделием,284,"34777129, 35059995, 34321807, 20374974, 20510387"
793348072,Назначение: для защиты от пониженных температур,284,"34777129, 35059995, 34321807, 20374974, 20510387"
793348072,Модель: брюки женские «медик» бирюзовые,284,"34777129, 35059995, 34321807, 20374974, 20510387"
793348072,Модель: брюки мужские форменные р,284,"34777129, 35059995, 34321807, 20374974, 20510387"
793348072,Назначение: для работ,284,"34777129, 35059995, 34321807, 20374974, 20510387"
793348072,Модель: брюки полушерстяные,284,"34777129, 35059995, 34321807, 20374974, 20510387"
793348072,Модель: брюки женские зимние «исландия»,284,"34777129, 35059995, 34321807, 20374974, 20510387"
793348072,Модель: брюки мужские летние сити,284,"34777129, 35059995, 34321807, 20374974, 20510387"
793348072,"Модель: брюки мужские «оскар-2» , р",284,"34777129, 35059995, 34321807, 20374974, 20510387"
793348072,Размер: 92,284,"34777129, 35059995, 34321807, 20374974, 20510387"
793357687,Модель: сорочка с воротником «поло» черная,52,"34303827, 28463829, 18545568, 35096264, 38512452"
793357687,"Модель: сорочка мужская «аэро» белая , короткий рукав",52,"34303827, 28463829, 18545568, 35096264, 38512452"
793357687,Модель: сорочка с воротником поло синяя,52,"34303827, 28463829, 18545568, 35096264, 38512452"
793357687,Модель: сорочка с воротником «поло» васильковая,52,"34303827, 28463829, 18545568, 35096264, 38512452"
793357687,Модель: сорочка с воротником «поло» синяя,52,"34303827, 28463829, 18545568, 35096264, 38512452"
793357687,Модель: сорочка с воротником «поло» белая,52,"34303827, 28463829, 18545568, 35096264, 38512452"
793357687,"Модель: сорочка мужская белая , длинный рукав",52,"34303827, 28463829, 18545568, 35096264, 38512452"
793357691,Размер: 54-62,49,"33781889, 38001452, 38036212, 38826478, 34873848"
793357691,Модель: кепи-бейсболка утепленная синяя,49,"33781889, 38001452, 38036212, 38826478, 34873848"
793357691,Модель: бандана «лотос» сливовая,49,"33781889, 38001452, 38036212, 38826478, 34873848"
793357691,Модель: кепи-бейсболка васильковая,49,"33781889, 38001452, 38036212, 38826478, 34873848"
793357691,Модель: кепи-бейсболка «дунай»,49,"33781889, 38001452, 38036212, 38826478, 34873848"
793357691,Назначение: для защиты от общих производственных загрязнений,49,"33781889, 38001452, 38036212, 38826478, 34873848"
793357705,Модель: полумаска фильтрующая (респиратор) противоаэрозоль,51,"36957952, 34337693, 35178039, 38304860, 38774899"
793357705,Тип: рес,51,"36957952, 34337693, 35178039, 38304860, 38774899"
793357705,"Модель: полумаска фильтрующая (респиратор) рпг-67 , укомп",51,"36957952, 34337693, 35178039, 38304860, 38774899"
793357705,Назначение: защита от пыли и туманов,51,"36957952, 34337693, 35178039, 38304860, 38774899"
793357705,"Назначение: защита от пыли , дыма , туманов",51,"36957952, 34337693, 35178039, 38304860, 38774899"
793357705,Модель: полумаска фильтрующая (респиратор) для защиты от п,51,"36957952, 34337693, 35178039, 38304860, 38774899"
793357705,Модель: противоаэрозольная полумаска фильтрующая (респират,51,"36957952, 34337693, 35178039, 38304860, 38774899"
793357705,Назначение: для защиты органов дыхания от аэрозолей,51,"36957952, 34337693, 35178039, 38304860, 38774899"
793358153,"Применение: дополнительных средств защиты: наушников , лицевых щитков , щитков сварщика ,",53,"28074091, 35679859, 25567850, 35125048, 34644816"
793358153,Модель: каска защитная uvex «феос» с храповиком и текстиль,53,"28074091, 35679859, 25567850, 35125048, 34644816"
793358153,Вес: 240,53,"28074091, 35679859, 25567850, 35125048, 34644816"
793358153,Модель: каска rfi-3 biot® rapid (биот рапид) с храповиком,53,"28074091, 35679859, 25567850, 35125048, 34644816"
793358153,Модель: каска «сомз-55 визион» белая (78217),53,"28074091, 35679859, 25567850, 35125048, 34644816"
793358153,"Назначение: для продолжительной работы на высоте , надежная каска для промышленных работ",53,"28074091, 35679859, 25567850, 35125048, 34644816"
793358153,"Назначение: предназначена для защиты головы шахтеров , бурильщиков , проходчиков , заняты",53,"28074091, 35679859, 25567850, 35125048, 34644816"
793358153,Тип: да,53,"28074091, 35679859, 25567850, 35125048, 34644816"
793358161,"Назначение: подшлемника: для защиты головы , органов дыхания , шеи от внешних воздействий:",14,"34736395, 22257513, 36946692, 34636413, 34636417"
793358161,Модель: шлем-подшлемник «виндблок»,14,"34736395, 22257513, 36946692, 34636413, 34636417"
793358161,Тип: средс,14,"34736395, 22257513, 36946692, 34636413, 34636417"
793358161,Модель: подшлемник флисовый,14,"34736395, 22257513, 36946692, 34636413, 34636417"
793358161,Размер: 60-61,14,"34736395, 22257513, 36946692, 34636413, 34636417"
793358161,Модель: «виндблок» р,14,"34736395, 22257513, 36946692, 34636413, 34636417"
793358163,Назначение: предназначены для снижения уровня шума,16,"34829240, 22258171, 38049698, 37478847, 37953752"
793358163,Модель: наушники противошумные складные «max 500» (31050),16,"34829240, 22258171, 38049698, 37478847, 37953752"
793358163,Тип: средс,16,"34829240, 22258171, 38049698, 37478847, 37953752"
793358163,Модель: противошумные наушники со стандартным оголовьем ve,16,"34829240, 22258171, 38049698, 37478847, 37953752"
793370434,Размер: 10,148,"34940517, 35231524, 34749003, 37938486, 35647571"
793370434,Модель: жилет сигнальный повышенной видимости «габарит-4»,148,"34940517, 35231524, 34749003, 37938486, 35647571"
793370434,Модель: жилет сигнальный «эконом» флуоресцентный оранжевый,148,"34940517, 35231524, 34749003, 37938486, 35647571"
793370434,"Применение: сборка , проверка и упаковка мелких деталей",148,"34940517, 35231524, 34749003, 37938486, 35647571"
793370434,Тип: ман,148,"34940517, 35231524, 34749003, 37938486, 35647571"
793370434,"Назначение: ремонтные , строительно-конструкторские , сборочно-монтажные работы , машинос",148,"34940517, 35231524, 34749003, 37938486, 35647571"
793370434,Модель: перчатки dart (дарт) с нитриловым покрытием ладони,148,"34940517, 35231524, 34749003, 37938486, 35647571"
793370434,"Применение: контакт с любыми пищевыми продуктами , упаковка , стерилизация паром , хранен",148,"34940517, 35231524, 34749003, 37938486, 35647571"
793370434,"Применение: электронная промышленность , где требуется работа с особо мелкими деталями , м",148,"34940517, 35231524, 34749003, 37938486, 35647571"
793370434,Модель: перчатки polyfit r («поли фит р»),148,"34940517, 35231524, 34749003, 37938486, 35647571"
793370434,Размер: 104-108,148,"34940517, 35231524, 34749003, 37938486, 35647571"
793370434,"Применение: сельское хозяйство , химическая промышленность , очистка , техническое обслуж",148,"34940517, 35231524, 34749003, 37938486, 35647571"
793370562,Модель: носки из полушерстяной пряжи,19,"36599262, 38892269, 35892088, 35892085, 35892094"
793370562,Модель: носки «гладь» из хлопчатобумажной пряжи,19,"36599262, 38892269, 35892088, 35892085, 35892094"
793370562,Модель: термоноски island cup wintertech (айланд кап винте,19,"36599262, 38892269, 35892088, 35892085, 35892094"
793370562,Размер: 29,19,"36599262, 38892269, 35892088, 35892085, 35892094"
793370562,Размер: 27,19,"36599262, 38892269, 35892088, 35892085, 35892094"
793370562,Размер: 39-40,19,"36599262, 38892269, 35892088, 35892085, 35892094"
793370562,Модель: термоноски winter,19,"36599262, 38892269, 35892088, 35892085, 35892094"
793370562,Размер: 25,19,"36599262, 38892269, 35892088, 35892085, 35892094"
793370572,Модель: полуботинки кроссовые (кроссовки),58,"34337485, 34829607, 34337478, 34826965, 34293407"
793370572,Модель: полуботинки uruguay fast («уругвай фаст») с систем,58,"34337485, 34829607, 34337478, 34826965, 34293407"
793370572,Модель: туфли женские текстильные «эмануэла»,58,"34337485, 34829607, 34337478, 34826965, 34293407"
793370572,Размер: 41,58,"34337485, 34829607, 34337478, 34826965, 34293407"
793370572,Модель: туфли мужские «дима» черные,58,"34337485, 34829607, 34337478, 34826965, 34293407"
793370578,Модель: обувь валяная специальная от пониженных температур,29,"1426314, 37985375, 34804022, 27596259, 34773815"
793370578,"Назначение: рекомендованы для эксплуатации во ii , iii , iv и особом климатических поясах",29,"1426314, 37985375, 34804022, 27596259, 34773815"
793370578,Модель: туфли женские «сальма» (salma lbl),29,"1426314, 37985375, 34804022, 27596259, 34773815"
793370578,Размер: 32,29,"1426314, 37985375, 34804022, 27596259, 34773815"
793370578,Размер: 31,29,"1426314, 37985375, 34804022, 27596259, 34773815"
793370578,Размер: 30,29,"1426314, 37985375, 34804022, 27596259, 34773815"
793370578,Размер: 29,29,"1426314, 37985375, 34804022, 27596259, 34773815"
793370578,Размер: 28,29,"1426314, 37985375, 34804022, 27596259, 34773815"
793370578,Размер: 27,29,"1426314, 37985375, 34804022, 27596259, 34773815"
793370578,Размер: 42,29,"1426314, 37985375, 34804022, 27596259, 34773815"
793370578,Размер: 40,29,"1426314, 37985375, 34804022, 27596259, 34773815"
793370580,Высота: 38 см,298,"34906165, 34643161, 34826397, 34829729, 37266706"
793370580,Размер: 42,298,"34906165, 34643161, 34826397, 34829729, 37266706"
793370580,Модель: сапоги пвх «призма» с металлическими носками и мет,298,"34906165, 34643161, 34826397, 34829729, 37266706"
793370580,Высота: 40,298,"34906165, 34643161, 34826397, 34829729, 37266706"
793370580,Модель: полуботинки monty (монти),298,"34906165, 34643161, 34826397, 34829729, 37266706"
793370580,Модель: полуботинки кожаные indy orange (инди оранж) с пер,298,"34906165, 34643161, 34826397, 34829729, 37266706"
793370580,"Модель: полуботинки «альбус» с перфорацией , с металличес",298,"34906165, 34643161, 34826397, 34829729, 37266706"
793370580,Модель: ботинки кожаные облегченные «стандарт-м» с металли,298,"34906165, 34643161, 34826397, 34829729, 37266706"
793370580,Модель: сапоги «данлоп пурофорт вибрам» с металлическими н,298,"34906165, 34643161, 34826397, 34829729, 37266706"
793370580,Модель: сапоги специальные из пвх с надставкой-полукомбине,298,"34906165, 34643161, 34826397, 34829729, 37266706"
793370580,Модель: сапоги мужские (рыбацкие) с металлическими защитны,298,"34906165, 34643161, 34826397, 34829729, 37266706"
793370580,Модель: ботинки кожаные «билд» с высокими берцами утепленн,298,"34906165, 34643161, 34826397, 34829729, 37266706"
793370592,Модель: сапоги пвх «призма-2»,65,"34852327, 34852333, 38287531, 34852325, 36274267"
793370592,Высота: 383 мм,65,"34852327, 34852333, 38287531, 34852325, 36274267"
793370592,Протектор: обеспечивает самоочищение подошвы от загрязнений,65,"34852327, 34852333, 38287531, 34852325, 36274267"
793370592,Высота: 44,65,"34852327, 34852333, 38287531, 34852325, 36274267"
793370592,Модель: сапоги мужские «нордман классик» утепленные с манж,65,"34852327, 34852333, 38287531, 34852325, 36274267"
793370592,Модель: сапоги пвх мужские «внедорожник 4x4» с надставкой,65,"34852327, 34852333, 38287531, 34852325, 36274267"
793370592,Модель: ботинки кожаные утепленные clan (клан),65,"34852327, 34852333, 38287531, 34852325, 36274267"
793370592,Размер: 43,65,"34852327, 34852333, 38287531, 34852325, 36274267"
793370592,Модель: сапоги пвх «ферма»,65,"34852327, 34852333, 38287531, 34852325, 36274267"
793370592,Высота: 15 с,65,"34852327, 34852333, 38287531, 34852325, 36274267"
793370592,Модель: полуботинки «балто» (balto) с внутренними защитным,65,"34852327, 34852333, 38287531, 34852325, 36274267"
793370594,Размер: 41,1039,"34829763, 38286726, 34640792, 34825615, 35264823"
793370594,"Назначение: для работы в нефтегазовой , энергетической , химической промышленности , на т",1039,"34829763, 38286726, 34640792, 34825615, 35264823"
793370594,Протектор: обеспечивает самоочищение подошвы от загрязнений,1039,"34829763, 38286726, 34640792, 34825615, 35264823"
793370594,Модель: сапоги комбинированные облегченные «стандарт-м» с,1039,"34829763, 38286726, 34640792, 34825615, 35264823"
793370594,Модель: ботинки кожаные техногард-2® с завышенными берцами,1039,"34829763, 38286726, 34640792, 34825615, 35264823"
793370594,Модель: полуботинки кожаные,1039,"34829763, 38286726, 34640792, 34825615, 35264823"
793370594,Высота: 19,1039,"34829763, 38286726, 34640792, 34825615, 35264823"
793370594,Сезонность: летни,1039,"34829763, 38286726, 34640792, 34825615, 35264823"
793370594,Модель: ботинки мужские кожаные юнигард®,1039,"34829763, 38286726, 34640792, 34825615, 35264823"
793370594,Высота: 34 см,1039,"34829763, 38286726, 34640792, 34825615, 35264823"
793370594,Модель: ботинки кожаные «капитан» меховые,1039,"34829763, 38286726, 34640792, 34825615, 35264823"
793370594,Модель: ботинки мужские кожаные неогард® для сварочных раб,1039,"34829763, 38286726, 34640792, 34825615, 35264823"
793370596,Размер: 44,132,"36573162, 38093352, 37287960, 36040122, 36593068"
793370596,Модель: сапоги мужские неогард-2® утепленные,132,"36573162, 38093352, 37287960, 36040122, 36593068"
793370596,"Модель: ботинки «челси» (пр-во m&g , италия)",132,"36573162, 38093352, 37287960, 36040122, 36593068"
793370596,Модель: ботинки кожаные «билд»,132,"36573162, 38093352, 37287960, 36040122, 36593068"
793370596,Модель: полуботинки кожаные «стандарт-м» с металлическими,132,"36573162, 38093352, 37287960, 36040122, 36593068"
793370596,Высота: 32 см,132,"36573162, 38093352, 37287960, 36040122, 36593068"
793370596,"Модель: сапоги «билд» с комбинированным верхом , с подкла",132,"36573162, 38093352, 37287960, 36040122, 36593068"
793370596,Модель: сапоги кожаные утепленные argo (арго),132,"36573162, 38093352, 37287960, 36040122, 36593068"
793370596,Модель: ботинки кожаные с высокими берцами rambler fast («,132,"36573162, 38093352, 37287960, 36040122, 36593068"
793370596,Модель: полуботинки «флоу» (flow s3 low tls) с системой бы,132,"36573162, 38093352, 37287960, 36040122, 36593068"
793370596,Протектор: обеспечивает самоочищение подошвы от загрязнений,132,"36573162, 38093352, 37287960, 36040122, 36593068"
793370596,Модель: ботинки женские техногард-2® с внутренними защитны,132,"36573162, 38093352, 37287960, 36040122, 36593068"
793370598,Модель: ботинки кожаные техногард-2® с высокими берцами ут,66,"38896838, 37090514, 34769780, 36056458, 37896053"
793370598,Модель: обувь специальная кожаная для защиты от повышенных,66,"38896838, 37090514, 34769780, 36056458, 37896053"
793370598,Модель: ботинки кожаные «билд» утепленные,66,"38896838, 37090514, 34769780, 36056458, 37896053"
793370598,Размер: 44,66,"38896838, 37090514, 34769780, 36056458, 37896053"
793370598,Модель: ботинки мужские неогард-2® для сварочных работ,66,"38896838, 37090514, 34769780, 36056458, 37896053"
793370598,Высота: 22 см,66,"38896838, 37090514, 34769780, 36056458, 37896053"
793370600,Модель: полуботинки женские кожаные неогард-лайт антистат,17,"38158506, 35382232, 35382458, 35382229, 37950167"
793370600,Модель: полуботинки женские «камиль» (camille),17,"38158506, 35382232, 35382458, 35382229, 37950167"
793370600,Размер: 41,17,"38158506, 35382232, 35382458, 35382229, 37950167"
793370600,Размер: 38,17,"38158506, 35382232, 35382458, 35382229, 37950167"
793370600,Размер: 42,17,"38158506, 35382232, 35382458, 35382229, 37950167"
793370600,Размер: 44,17,"38158506, 35382232, 35382458, 35382229, 37950167"
793370602,Высота: 34,220,"36177204, 37985398, 28086198, 34768940, 34768947"
793370602,Размер: 41,220,"36177204, 37985398, 28086198, 34768940, 34768947"
793370602,Модель: сапоги «полигард»,220,"36177204, 37985398, 28086198, 34768940, 34768947"
793370602,Модель: сапоги специальные «нордман лайт с» утепленные с м,220,"36177204, 37985398, 28086198, 34768940, 34768947"
793370602,Модель: сапоги «данлоп дэвон» с металлическими носками и м,220,"36177204, 37985398, 28086198, 34768940, 34768947"
793370602,Модель: сапоги пвх мужские «лемминг»,220,"36177204, 37985398, 28086198, 34768940, 34768947"
793370602,Модель: сапоги специальные из эва с пластиковым подноском,220,"36177204, 37985398, 28086198, 34768940, 34768947"
793370602,Назначение: сапог: сапоги защищают от растворов кислот и щелочей концентрацией до 20%,220,"36177204, 37985398, 28086198, 34768940, 34768947"
793370602,Модель: сапоги защитные «графит»,220,"36177204, 37985398, 28086198, 34768940, 34768947"
793370602,Модель: сапоги пвх «призма» без металлического подноска,220,"36177204, 37985398, 28086198, 34768940, 34768947"
793370602,Модель: сапоги специальные литьевые комбинированные neo b,220,"36177204, 37985398, 28086198, 34768940, 34768947"
793370602,Модель: внедорожник 4*4,220,"36177204, 37985398, 28086198, 34768940, 34768947"
793370618,Модель: техногард-2®,46,"38141988, 20465397, 34645651, 24285690, 20630399"
793370618,Модель: сапоги кожаные неогард® меховые,46,"38141988, 20465397, 34645651, 24285690, 20630399"
793370618,Модель: ботинки мужские кожаные техногард® утепленные,46,"38141988, 20465397, 34645651, 24285690, 20630399"
793370618,Модель: ботинки женские кожаные утепленные oksana s3 ci sr,46,"38141988, 20465397, 34645651, 24285690, 20630399"
793370618,Размер: 43,46,"38141988, 20465397, 34645651, 24285690, 20630399"
793370618,Высота: 19,46,"38141988, 20465397, 34645651, 24285690, 20630399"
793370620,Размер: 42,66,"24181416, 34762467, 16642455, 35382520, 20705744"
793370620,Модель: полуботинки мужские кожаные мбс,66,"24181416, 34762467, 16642455, 35382520, 20705744"
793370620,"Назначение: для работы в нефтегазовой , энергетической , химической промышленности , на т",66,"24181416, 34762467, 16642455, 35382520, 20705744"
793370620,Назначение: полотно текстильное воздухопроницаемое,66,"24181416, 34762467, 16642455, 35382520, 20705744"
793370620,Модель: полуботинки мужские кожаные неогард-лайт антистат,66,"24181416, 34762467, 16642455, 35382520, 20705744"
793370620,Модель: ботинки кожаные conference (конференс) р,66,"24181416, 34762467, 16642455, 35382520, 20705744"
793370620,Модель: сабо мужские «павел» белые р,66,"24181416, 34762467, 16642455, 35382520, 20705744"
793370620,Модель: сапоги кожаные техногард® р,66,"24181416, 34762467, 16642455, 35382520, 20705744"
793370622,Высота: 44,23,"34138873, 16220060, 36718580, 20886254, 16643775"
793370622,Модель: сапоги мужские «нордман сэйфети» утепленные с манж,23,"34138873, 16220060, 36718580, 20886254, 16643775"
793370622,Модель: сапоги мужские «зима» утепленные (эва),23,"34138873, 16220060, 36718580, 20886254, 16643775"
793370622,Модель: сапоги мужские кожаные техногард® утепленные,23,"34138873, 16220060, 36718580, 20886254, 16643775"
793370622,Размер: 40,23,"34138873, 16220060, 36718580, 20886254, 16643775"
793370622,Модель: туфли мужские «дима» черные,23,"34138873, 16220060, 36718580, 20886254, 16643775"
793370622,Размер: 45,23,"34138873, 16220060, 36718580, 20886254, 16643775"
793370622,Размер: 46,23,"34138873, 16220060, 36718580, 20886254, 16643775"
793370624,Размер: 41,160,"20733680, 38034951, 37652880, 34827054, 1395776"
793370624,Модель: сабо женские кожаные «лариса» белые,160,"20733680, 38034951, 37652880, 34827054, 1395776"
793370624,Модель: туфли женские «эмануэла» белые,160,"20733680, 38034951, 37652880, 34827054, 1395776"
793370624,Модель: полуботинки кожаные «билд» с перфорацией,160,"20733680, 38034951, 37652880, 34827054, 1395776"
793370624,Модель: туфли (полуботинки) мужские кожаные «дима» мбс чер,160,"20733680, 38034951, 37652880, 34827054, 1395776"
793370624,Модель: сабо мужские кожаные «михаил» белые,160,"20733680, 38034951, 37652880, 34827054, 1395776"
793370624,Модель: мужские туфли (типа сабо) «леон медикал» цв,160,"20733680, 38034951, 37652880, 34827054, 1395776"
793370624,Модель: полуботинки женские «дэни» (dany) с принтом,160,"20733680, 38034951, 37652880, 34827054, 1395776"
793370624,Модель: полуботинки «эдэн» (eden),160,"20733680, 38034951, 37652880, 34827054, 1395776"
793370624,Модель: полуботинки кожаные euclide (эвклид),160,"20733680, 38034951, 37652880, 34827054, 1395776"
793370624,Модель: сабо женские алми (арт,160,"20733680, 38034951, 37652880, 34827054, 1395776"
793370624,Модель: полуботинки «челси»,160,"20733680, 38034951, 37652880, 34827054, 1395776"
793373080,Модель: перчатки утепленные велюр-трикотаж с утеплителем т,11,"36235302, 18141759, 19336681, 37435900, 38303933"
793373080,Размер: 10,11,"36235302, 18141759, 19336681, 37435900, 38303933"
793373080,Назначение: защита от пониженных температур,11,"36235302, 18141759, 19336681, 37435900, 38303933"
793373080,Модель: перчатки полушерстяные,11,"36235302, 18141759, 19336681, 37435900, 38303933"
793373080,Размер: 27,11,"36235302, 18141759, 19336681, 37435900, 38303933"
793373080,Модель: перчатки кожаные с подкладкой из натурального меха,11,"36235302, 18141759, 19336681, 37435900, 38303933"
793375044,Высота: 8 см,121,"37167091, 38036225, 37877662, 38775036, 38914845"
793375044,Модель: полуботинки «шварц»,121,"37167091, 38036225, 37877662, 38775036, 38914845"
793375044,Модель: сапоги специальные с комбинированным верхом «нордм,121,"37167091, 38036225, 37877662, 38775036, 38914845"
793375044,Размер: 41,121,"37167091, 38036225, 37877662, 38775036, 38914845"
793375044,Модель: сапоги пвх «форест»,121,"37167091, 38036225, 37877662, 38775036, 38914845"
793375044,Тип: сис,121,"37167091, 38036225, 37877662, 38775036, 38914845"
793375044,"Модель: полуботинки «альбус» с перфорацией , с внутренним",121,"37167091, 38036225, 37877662, 38775036, 38914845"
793375044,Модель: ботинки «модуло» (modulo s3s mid) с внутренними за,121,"37167091, 38036225, 37877662, 38775036, 38914845"
793375044,Модель: ботинки «флоренция» (13703,121,"37167091, 38036225, 37877662, 38775036, 38914845"
793375044,Высота: 44,121,"37167091, 38036225, 37877662, 38775036, 38914845"
793375044,Модель: «модуло»,121,"37167091, 38036225, 37877662, 38775036, 38914845"
793375044,"Модель: создана для того , чтобы вы чувствовали себя увер",121,"37167091, 38036225, 37877662, 38775036, 38914845"
793382492,Назначение: защита от общепроизводственных загрязнений,116,"24124213, 20761626, 24449600, 37043031, 23042141"
793382492,"Модель: халат женский «бьянка-2» , р",116,"24124213, 20761626, 24449600, 37043031, 23042141"
793382492,Модель: блуза женская «стелла» сливовая,116,"24124213, 20761626, 24449600, 37043031, 23042141"
793382492,Модель: халат женский медицинский «линда-арт»,116,"24124213, 20761626, 24449600, 37043031, 23042141"
793382492,Модель: брюки женские «атлантик»,116,"24124213, 20761626, 24449600, 37043031, 23042141"
793382492,Размер: 100,116,"24124213, 20761626, 24449600, 37043031, 23042141"
793382492,Модель: халат женский белый /тк,116,"24124213, 20761626, 24449600, 37043031, 23042141"
793382492,Модель: блуза женская медицинская «тереза»,116,"24124213, 20761626, 24449600, 37043031, 23042141"
793382493,Назначение: для защиты от общих производственных загрязнений,366,"18668544, 18649845, 34332212, 18665795, 25591171"
793382493,Модель: блуза женская медицинская «тереза» белая с синей о,366,"18668544, 18649845, 34332212, 18665795, 25591171"
793382493,Модель: «элис»,366,"18668544, 18649845, 34332212, 18665795, 25591171"
793382493,Модель: «афина»,366,"18668544, 18649845, 34332212, 18665795, 25591171"
793382493,Модель: брюки мужские медицинские «лотос» синие р,366,"18668544, 18649845, 34332212, 18665795, 25591171"
793382493,"Модель: комплект мужской «медик» (куртка , брюки , голов",366,"18668544, 18649845, 34332212, 18665795, 25591171"
793382493,Модель: брюки женские «стелла» сливовые,366,"18668544, 18649845, 34332212, 18665795, 25591171"
793382493,Модель: жакет женский медицинский «элис» белый с розовой о,366,"18668544, 18649845, 34332212, 18665795, 25591171"
793382493,Модель: жакет женский «бьянка-2»,366,"18668544, 18649845, 34332212, 18665795, 25591171"
793382493,"Модель: брюки женские «инга» цвета лайма , р",366,"18668544, 18649845, 34332212, 18665795, 25591171"
793382493,Модель: блуза женская «инга»,366,"18668544, 18649845, 34332212, 18665795, 25591171"
793382493,Назначение: защита от общепроизводственных назначений,366,"18668544, 18649845, 34332212, 18665795, 25591171"
793413026,Тип: рабо,9,"23150275, 16719670, 23151595, 35853961, 23150492"
793413026,"Назначение: для использования в косметологии и клининге , в домашних условиях , подходят д",9,"23150275, 16719670, 23151595, 35853961, 23150492"
793413026,Размер: 7-8,9,"23150275, 16719670, 23151595, 35853961, 23150492"
793413026,Модель: перчатки полиэтиленовые,9,"23150275, 16719670, 23151595, 35853961, 23150492"
793413032,Назначение: для защиты рук от механических воздействий и истирания,12,"18229650, 34798100, 37247085, 1449367, 1409127"
793413032,Модель: перчатки трикотажные «сити» с точечным пвх-покрыти,12,"18229650, 34798100, 37247085, 1449367, 1409127"
793413032,Модель: перчатки трикотажные «волна»,12,"18229650, 34798100, 37247085, 1449367, 1409127"
793413032,Модель: перчатки трикотажные,12,"18229650, 34798100, 37247085, 1449367, 1409127"
793413032,Назначение: для защиты от механических воздействий,12,"18229650, 34798100, 37247085, 1449367, 1409127"
793413032,Модель: перчатки трикотажные «техно» с точечным пвх-покрыт,12,"18229650, 34798100, 37247085, 1449367, 1409127"
793413032,Назначение: для работы с сухими предметами,12,"18229650, 34798100, 37247085, 1449367, 1409127"
