category_id,category_name,attribute_name,type,unit,min,max,top_values,total_items
793142702,Одежда специальная для защиты от насекомых и паукообразных,Капюшон,categorical,,,,"несъемный (втачной) комбинированный с расширенной передней частью, Капюшон несъемный с козырьком",29
793142702,Одежда специальная для защиты от насекомых и паукообразных,Комплектация костюма,categorical,,,,Куртка,29
793142702,Одежда специальная для защиты от насекомых и паукообразных,Материал,categorical,,,,«Премьер Cotton 250» с Инсектоакарицидной отделкой,29
793142702,Одежда специальная для защиты от насекомых и паукообразных,Материал подкладки,categorical,,,,поливискоза с водоотталкивающей отделкой – для внутренней юбки куртки и внутренних напульсников брюк. Сетка трикотажная для подкладки ткани с инсектоакарицидной пропиткой,29
793142702,Одежда специальная для защиты от насекомых и паукообразных,Модель,categorical,,,,"Костюм мужской противоэнцефалитный «Лес» васильковый, Костюм мужской противоэнцефалитный «Биогард», Лес, «Лес»",29
793142702,Одежда специальная для защиты от насекомых и паукообразных,Плотность ткани,numeric,гр/м2,250.0,250.0,250 гр/м2,29
793142702,Одежда специальная для защиты от насекомых и паукообразных,Половая принадлежность,categorical,,,,Мужской,29
793142702,Одежда специальная для защиты от насекомых и паукообразных,Цвет,categorical,,,,васильковый,29
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Вид,categorical,,,,"Одежда специальная для защиты от неблагоприятных погодных условий, Куртка, Застежка-молния, Костюм, Водоотталкивающая, Костюм количество циклов, Масловодоотталкивающая, Бортовая потайная, Двухзамковая молния с двойным клапаном",24
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Защитные свойства,categorical,,,,"От нетоксичной пыли (Пн), Для защиты от пониженных температур воздуха, для защиты от ветра и воды",24
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Модель,categorical,,,,"Куртка мужская утепленная «Аэро», Комбинезон мужской для работы с пескоструйными аппаратами, Костюм мужской летний «Билд», Костюм (полиэфир с ПВХ-покрытием) «Посейдон» темно-синий, Куртка-ветровка мужская «Реал» 112–116/170-176, Куртка-ветровка мужская «Реал» 120-124/182-188, Куртка-ветровка мужская «Реал» 128-132 / 182-188 арт.3.030, Куртка-ветровка мужская «Реал» 96 – 100 / 170-176 арт.3.030, Куртка-ветровка мужская «Реал» 104-108 /170-176 арт.3.030, Куртка-ветровка мужская «Реал» 112 – 116 / 182-188 арт.3.030",24
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Назначение,categorical,,,,"для защиты от общих производственных загрязнений и механических воздействий, Защита оператора от прямого попадания или рикошета абразивного материала",24
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Подкладка,numeric,% полиэфир,100.0,100.0,100% полиэфир,24
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Половая принадлежность,categorical,,,,"Мужской, мужская, мужской",24
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Рост,numeric,-176 см,50.0,182.0,"170-176 см, 182-188 см, 104-108/188, 96-100/176, 104-108/170-176, 104-108/182-188, 120-124/182-188, 50/175, 50/176, 50/170",24
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Сигнальные элементы,categorical,,,,отделка из световозвращающего материала,24
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Характеристики спилка,categorical,,,,Шлифованный,24
793142812,Одежда специальная для защиты от неблагоприятных погодных условий,Цвет,categorical,,,,"серый, черно-синий, темно-серый, светлый хаки, Красный/светло-серый, синий, камуфлированный",24
793142813,Одежда специальная для защиты от пониженных температур,Вид,categorical,,,,"Одежда специальная для защиты от пониженных температур, водоотталкивающая, масловодоотталкивающая, Водоотталкивающая, масловодоотталкивающая отделка Teflon® (DuPont), Куртка, Застежка-молния, Нефтемасловодоотталкивающая, Костюм, Полукомбинезон",2242
793142813,Одежда специальная для защиты от пониженных температур,Класс защиты одежды,numeric,класс защиты от пониженных температур воздуха и ветра,1.0,4.0,"3(4) класс защиты от пониженных температур воздуха и ветра, 4 класс защиты от пониженных температур воздуха и ветра, 2 класс защиты от пониженных температур воздуха и ветра, 3 класс защиты от пониженных температур воздуха, 3(4) класс защиты от пониженных температур воздуха, 4 (Особый климатический пояс), 3 (IV климатический пояс), 1 класс защиты от пониженных температур воздуха и ветра, 3(4) от пониженных температур воздуха и ветра, 2 класс защиты от пониженных температур воздуха",2242
793142813,Одежда специальная для защиты от пониженных температур,Климатический пояс,categorical,,,,"для эксплуатации в I, I, Для эксплуатации в I, Для эксплуатации в III, для эксплуатации в II, 2 класс защиты от пониженных температур воздуха и ветра",2242
793142813,Одежда специальная для защиты от пониженных температур,Количество слоев утеплителя,numeric,шт,0.0,3.0,"3 шт, 2 шт, 3 штук, куртка – 3, 2 штук, 1 штук, 1 шт, 0 штук, куртка – 2 слоя, куртка – 3 слоя",2242
793142813,Одежда специальная для защиты от пониженных температур,Материал подкладки,numeric,полиэфир,75.0,100.0,"100 полиэфир, 100 полиэфир + ветрозащитная ткань, 100 полиэфир., 100 полиэфир + ветрозащитная ткань (100 полиэфир), полиэфир, 100 полиамид, 100 хлопок, 100% полиэфир, бязь + ветрозащитная ткань, натуральная овчина и фланель",2242
793142813,Одежда специальная для защиты от пониженных температур,Плотность,numeric,гр/м2,55.0,250.0,"200 гр/м2, 126 гр/м2, 180 гр/м2, 240 гр/м2, 135 гр/м2, 150 гр/м2, 110 гр/м2, 210 гр/м2, 195 гр/м2, 250 гр/м2",2242
793142813,Одежда специальная для защиты от пониженных температур,Плотность утеплителя,numeric,гр/м2,0.0,400.0,"150.00000 гр/м2, 120.00000 гр/м2, 100.00000 гр/м2, 250.00000 гр/м2, 80.00000 гр/м2, 400.00000 гр/м2, 117.00000 гр/м2, 150 г/м2 + Филгуд 100 г/м2, 0.00000 гр/м2, 245.00000 гр/м2",2242
793142813,Одежда специальная для защиты от пониженных температур,Половая принадлежность,categorical,,,,"мужской, Мужской, женский, Мужская, мужская, Женская, женское, женская, мужские, Женский",2242
793142813,Одежда специальная для защиты от пониженных температур,Световозвращающие полосы,categorical,,,,"лента, Сигнальные элементы: отделка из световозвращающего материала, лента шириной 5 см, 50 мм, Световозвращающие принты – элементы повышенной видимости, отделка из световозвращающего материала, световозвращающие принты, вставки и кант из световозвращающего материала, высококачественная световозвращающая лента шириной 5 см, лента 5 см",2242
793142813,Одежда специальная для защиты от пониженных температур,Состав,numeric,полиамид %,30.0,100.0,"100 полиамид %, 65 полиэфир, 100 хлопок %, 65% полиэфир, 74 полиамид, 100 полиэфир %, 84 полиэфир, 80 полиэфир, 70 хлопок, 70 полиэфир",2242
793142813,Одежда специальная для защиты от пониженных температур,Утеплитель,categorical,,,,"«Филгуд», Шелтер® Микро, синтепон, «Филгуд Микро», Филгуд МИКРО, Филгуд, Синтетический, 100 полипропилен гр/м2, Шелтер Микро, «Филгуд",2242
793142813,Одежда специальная для защиты от пониженных температур,Цвет,categorical,,,,"темно-синий, темно-серый, синий, черный, серый, зеленый, бежевый, сине-фиолетовый, флуоресцентный желтый с темно-синим, темно-синий с флуоресцентным оранжевым",2242
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,В составе комплекта (костюма),categorical,,,,"Куртка + брюки, Куртка + полукомбинезон, Куртка, куртка, Блузка + брюки, Куртка+брюки, блуза, Брюки + куртка, Блуза и брюки, куртка + брюки",5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Вид,categorical,,,,"Одежда специальная для защиты от общих производственных загрязнений и механических воздействий, Водоотталкивающая, Куртка, Костюм, Спецзаказной, Защита от общих производственных загрязнений, Брюки, Полиэфир, Полукомбинезон, Пуговицы",5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Карманы,categorical,,,,"накладные, Многофункциональные карманы, боковые, Множество функциональных карманов, Куртка: Накладные нагрудные карманы, Накладные, накладные сзади и по бокам, нагрудные и боковые карманы, Накладные карманы спереди и сзади, боковые прорезные с клапаном",5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Описание,categorical,,,,"Не является медицинским изделием, Рекомендуется для персонала медицинских учреждений, Силуэт прямой, не стесняет движений, Костюм с защитными накладками из антистатической ткани: на куртке – спереди, Не является медицинским изделием. Рекомендуется для применения в учреждениях терапевтического и специализированного профилей, Модель унисекс – подходит для мужчин и женщин. Силуэт прямой. Пояс стянут эластичной тесьмой и фиксируется завязками спереди, В области подмышечных впадин вентиляция с сеткой., Брюки с поясом, Брюки с эластичной лентой по линии талии",5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Отделка,categorical,,,,"малосминаемая, водоотталкивающая, масловодоотталкивающая, васильковый, «Комфорт+» (замшевое ворсование изнанки), Малосминаемая, малосминаемоя, «Софт», Масловодоотталкивающая, Полотно трикотажное влагоотводящее Montblanc Dryness",5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Плотность,numeric,гр/м2,12.0,350.0,"250 гр/м2, 200 гр/м2, 245 гр/м2, 210 гр/м2, 165 гр/м2, 115 гр/м2, 180 гр/м2, 240 гр/м2, 160 гр/м2, 205 гр/м2",5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Пол,categorical,,,,"мужской, женский, Мужской, Женский, женские, мжской, мужской/женский",5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Световозвращающий материал,categorical,,,,"лента см, вставки и кант из световозвращающего материала см, 2, лента шириной 5 см, лента световозвращающая термоактивная сегментированная шириной 6, лента шириной 5, 5 см, лента шириной 5 сантиметров см, нет см, имеется см",5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Силуэт,categorical,,,,"полуприлегающий, прямой, трапеция, полуприлегающий со шлицей, прилегающий, прятой, полуприлегающий с вертикальными рельефами",5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Состав ткани,numeric,полиэфир,40.0,100.0,"65 полиэфир, 60 хлопок, 100 хлопок %, 47 бамбук, 65% полиэфир, 80 полиэфир, 55 полиэфир, 65 полиэфир 35 хлопок %, 49 хлопок, 40 хлопок",5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Ткань,categorical,,,,"смесовая, «Индестрактбл», 65 полиэфир, «Супербандмастер», «Бамбук», 60 хлопок, 55 полиэфир, 70 хлопок, Индестрактбл, «Старлайт»",5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Цвет,categorical,,,,"темно-синий, белый, синий, темно-серый, васильковый, серый, морская волна, бирюзовый, черный, Белый",5098
793143142,Одежда специальная для защиты от повышенных температур,В составе комплекта (костюма),categorical,,,,Куртка + брюки,9
793143142,Одежда специальная для защиты от повышенных температур,Вид,categorical,,,,"Одежда специальная для защиты от повышенных температур, С подворотом",9
793143142,Одежда специальная для защиты от повышенных температур,Материал,numeric,ПАН %,100.0,100.0,100 ПАН %,9
793143142,Одежда специальная для защиты от повышенных температур,Модель,categorical,,,,"Костюм мужской для защиты от повышенных температур, Шапка вязаная двойная на Тинсулейте® темно-синяя, Шапка трикотажная двойная с утеплителем Тинсулейт®, Костюм мужской «Горн» для защиты от повышенных температур, Шапка вязаная двойная, Плащ влагозащитный ПВХ Extra Vision WPL флуоресцентный лимонный",9
793143142,Одежда специальная для защиты от повышенных температур,Отделка,categorical,,,,"огнестойкая, огнестойкая Proban",9
793143142,Одежда специальная для защиты от повышенных температур,Плотность материала,numeric,гр/м2,225.0,335.0,"280 гр/м2, 335 гр/м2, 225 гр/м2",9
793143142,Одежда специальная для защиты от повышенных температур,Размер,numeric,-100/170-176,54.0,112.0,"55, 96-100/170-176, 104-108/170-176, 112-116/170-176, 55-62, 54-62 см",9
793143142,Одежда специальная для защиты от повышенных температур,Состав материала подкладки,categorical,,,,полиэфир,9
793143142,Одежда специальная для защиты от повышенных температур,Состав ткани,numeric,хлопок %,100.0,100.0,"100 хлопок %, 100 полиэфир %",9
793143142,Одежда специальная для защиты от повышенных температур,Ткань,categorical,,,,"«Молескин», трикотажное полотно, прочная плащевая",9
793143142,Одежда специальная для защиты от повышенных температур,Трикотажного полотна основного материала,categorical,,,,трикотажное полотно,9
793143142,Одежда специальная для защиты от повышенных температур,Утеплитель,categorical,,,,"Тинсулейт, Тинсулейт®.",9
793143252,Элементы специальной одежды и средств защиты,Вес,numeric,кг,0.18,0.18,0.18000 кг,2
793143252,Элементы специальной одежды и средств защиты,Вид,categorical,,,,Специальная экипировка,2
793143252,Элементы специальной одежды и средств защиты,Высота,numeric,мм,130.0,130.0,130.00000 мм,2
793143252,Элементы специальной одежды и средств защиты,Группа по назначению,categorical,,,,Для защиты от искр и брызг расплавленного металла,2
793143252,Элементы специальной одежды и средств защиты,Длина,numeric,мм,210.0,210.0,210.00000 мм,2
793143252,Элементы специальной одежды и средств защиты,Материал,categorical,,,,поликарбонат,2
793143252,Элементы специальной одежды и средств защиты,Материал изделия,categorical,,,,ударопрочный нейлон,2
793143252,Элементы специальной одежды и средств защиты,Модель,categorical,,,,e684,2
793143252,Элементы специальной одежды и средств защиты,Назначение,categorical,,,,для сварочных процессов MMA – TIG – MIG/MAG,2
793143252,Элементы специальной одежды и средств защиты,Совместимость,categorical,,,,к щитку сварщика модели e684,2
793143252,Элементы специальной одежды и средств защиты,Температура эксплуатации,categorical,,,,от –10 до +55 [0*]С,2
793143252,Элементы специальной одежды и средств защиты,Тип,categorical,,,,Внешнее,2
793143252,Элементы специальной одежды и средств защиты,Цвет,categorical,,,,"черный, прозрачный",2
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Вид,categorical,,,,"Средства индивидуальной защиты от падения с высоты (страховочная привязь), Строп, Базовая страховочная привязь, Канат страховочный, Строп из мешковой ленты желтого цвета с резинкой внутри, Строп эластичный двойной с петлей для крепления инструментов с карабином, Строп для страховки тяжелого инструмента, Строп для страховки инструмента, Спиралевидный шнур для страховки инструмента, Набор ремней с полукольцом для страховки инструмента на изоленту",47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Длина,numeric,м,1.99,103.0,"2.00000 м, 10.00000 м, максимальная 738, 1.99000 м, 103 см, 100 см, 20.00000 м, 90 см, 20 м, 5 м",47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Масса,numeric,г,4.17,2780.0,"1350 г, 1640 г, 1170 г, 970 г, 100 г, 130 г, 210 г, 90 г, 135 г, 20 г",47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Материал,categorical,,,,"полиамид, полиэфир, Полиамид, Оцинкованная сталь, оцинкованная сталь., полиэфирный канат, пластик, винилэстеровая труба, из стального троса в ПВХ-трубке, Сталь",47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Модель,categorical,,,,"Страховочная привязь ТА20, Привязь «Высота 035» (vst 035), Строп с амортизатором регулируемый ALN111, Привязь «Высота 041» (vst 041) размер 1, Строп ленточный одинарный нерегулируемый с амортизатором «aA12» (vnt аA12), Строп двойной с амортизатором ALN202, Строп для страховки инструмента ТА113, Строп для страховки инструмента ТА205, Строп для страховки инструмента ТА125, Строп для страховки инструмента ТА105",47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Область применения,categorical,,,,"строительство, работа на высоте в условиях пониженной видимости, индустриальные высотные работы",47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Обхват груди,numeric,–140 см,75.0,80.0,"80–140 см, 75–120 см, 80–140 сантиметр (см)",47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Применение,categorical,,,,"для безопасной остановки падения и является компонентом страховочной системы, в составе страховочной системы для безопасной остановки падения совместно со страховочными привязями. Предназначен для безопасного перемещения по металлоконструкциям, для защиты от падения с высоты. Применяется при работе в опорном пространстве., при проведении работ в опорном пространстве при возможном кратковременном термическом воздействии., для безопасного перемещения по монтажным горизонтам, Регулируемая привязь, универсальное",47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Производитель,categorical,,,,ПВ ООО ФИРМА ТЕХНОАВИА,47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Рост,numeric,–200 см,160.0,170.0,"170–200 см, 160–190 см, 160-190 см",47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Статическая прочность,categorical,,,,"15 килоньютон (kn), мин. 15 килоньютон (kn), минимум 12 кН, мин 15 килоньютон (kn), мин. 15 кН., 15 килоньютон",47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Температура использования,categorical,,,,"от –60 до +50 [0*]С, от –50 до +50 [0*]С, от –60 до +50 градус цельсия (°с), -50 до +50 [0*]С, :-60 до +50 [0*]С",47
793300443,"Белье для спецодежды нательное, для взрослых",Вид,categorical,,,,"Белье для спецодежды нательное, 1 уровень, Комплект белья нательного, Термобелье, ЗЭТВ 9 кал/кв.см – защита от термического воздействия электрической дуги",62
793300443,"Белье для спецодежды нательное, для взрослых",Модель,categorical,,,,"Кальсоны трикотажные «Тироль», Фуфайка трикотажная «Тироль», Термобелье мужское «Беринг», Белье термостойкое «ВОЛЬТ л», Термобелье мужское «Беринг Фрост» (кальсоны + фуфайка), Белье термостойкое «ВОЛЬТ з», 13, Комплект белья мужского «Тайга» (трикотажное хлопчатобумажное полотно), Беринг Фрост",62
793300443,"Белье для спецодежды нательное, для взрослых",Область применения,categorical,,,,"Термобелье предназначено для действий средней активности при ношении в прохладную и холодную погоду., для холодной и очень холодной погоды, в комплекте со специальной одеждой",62
793300443,"Белье для спецодежды нательное, для взрослых",Особенности,categorical,,,,"Изготовлены из трикотажного полотна с эластичным переплетением, Фуфайка с удлиненной спинкой. Изготовлена из трикотажного полотна с эластичным переплетением, Термобелье «Беринг» выполнено из эластичного трикотажного полотна переплетения «джерси». Соединительные швы выполнены плоским швом (флэтлок), изготовлен из двухслойного трикотажного полотна с уникальной технологией вязки Raschel, Белье выполнено из трикотажного полотна с термоогнестойкими и антистатическими свойствами. Все строчки выполнены огнестойкими нитками в цвет трикотажа., Предназначено для холодной и очень холодной погоды. Температурный режим: от –20 до – 40 °C, выполнено из эластичного трикотажного полотна переплетения «джерси»",62
793300443,"Белье для спецодежды нательное, для взрослых",Плотность ткани,numeric,гр/м2,180.0,320.0,"210 гр/м2, 200 гр/м2, 250 гр/м2, 320 гр/м2, 180 гр/м2",62
793300443,"Белье для спецодежды нательное, для взрослых",Производитель,categorical,,,,Россия,62
793300443,"Белье для спецодежды нательное, для взрослых",Состав,numeric,% хлопок %,25.0,100.0,"100% хлопок %, 50 хлопок, 100% %, 50 полиэфир, 59 модакрил, хлопок 100 %, 100 хлопок %, 25 хлопок",62
793300443,"Белье для спецодежды нательное, для взрослых",Тип,categorical,,,,"хлопок, 59 % модакрил",62
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Вид,categorical,,,,"Одежда специальная для защиты от термических рисков электрической дуги, из световозвращающего материала позволяют сделать человека заметным в условиях недостаточной видимости, маска сварщика, маска сварочная, ЩИТОК сварщика, ЩИТОК",49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Воротник,categorical,,,,"стойка, отложной со стойкой.",49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Застежка,categorical,,,,"Центральная потайная на пуговицы по борту и липучку на воротнике., Центральная потайная на пуговицы по борту и липучку на воротнике, Центральная на молнию",49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Защита,categorical,,,,":2 уровень защиты, :ЗЭТВ 9 кал/кв.см – защита от термического воздействия электрической дуги, :ЗЭТВ 36 кал/кв.см – защита от термического воздействия электрической дуги, 2 уровень защиты",49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Защитные свойства,categorical,,,,"ащита от термического воздействия электрической дуги, ЗЭТВ 39 кал/кв.см – защита от термического воздействия электрической дуги, ЗЭТВ 18 кал/кв.см – защита от термического воздействия электрической дуги, надежная защита глаз и лица сварщика от прямых излучений сварочной дуги, Защита от термического воздействия электрической дуги, ударопрочность, Надежная защита глаз и лица сварщика от прямых излучений сварочной дуги",49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Конструкция,categorical,,,,обеспечивает хорошую посадку на фигуре,49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Манжета,categorical,,,,рукавов застегиваются на петлю и пуговицы,49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Модель,categorical,,,,"Куртка-рубашка «ВОЛЬТ л 160-6», Куртка-накидка «ВОЛЬТ л 220/2-33», Костюм сварщика огнестойкий ткань «Молескин», Фуфайка-свитер термостойкий «ВОЛЬТ л», Костюм летний «ВОЛЬТ л 220-14», Белье термостойкое «ВОЛЬТ з», Костюм летний «ВОЛЬТ л 190/2-23», МС-2, Защитный лицевой щиток сварщика НН10-С-3 (9) Premier Favori®T (51363), Костюм летний противоэнцефалитный «ВОЛЬТ б 220/2-33»",49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Особенности модели,categorical,,,,"Куртка-рубашка комплектуется набором для мелкого ремонта: огнестойкие нитки, Костюм обеспечивает постоянную эффективную защиту от клещей (паукообразных) и гнуса – комплекса летающих кровососущих насекомых (комары",49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Плотность ткaни,numeric,гр/м2,160.0,320.0,"160 гр/м2, 280 гр/м2, 320 гр/м2, 220 гр/м2",49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Пуфта,categorical,,,,в виде треугольника внизу локтевых швов закрывает разрез рукава – для защиты возможной зоны поражения.,49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Рукава,categorical,,,,"с фигурным локтевым швом соответствуют основному положению рук при работе, Низ регулируется по ширине патами с фиксацией на текстильную контактную ленту (липучку).",49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Ткань основная,categorical,,,,"арамидная термоогнестойкая, 93 мета-арамид, 98 мета-арамид, 59 модакрил",49
793300772,"Средства защиты ног, кроме обуви специальной",Вид,categorical,,,,"Средства защиты ног, наколенники, Чулок вкладной, Ботинки, Наколенники",8
793300772,"Средства защиты ног, кроме обуви специальной",Внутренний слой,categorical,,,,Металлизированная пленка,8
793300772,"Средства защиты ног, кроме обуви специальной",Материал,categorical,,,,трехслойное нетканое полотно «Полизон»,8
793300772,"Средства защиты ног, кроме обуви специальной",Материал корпуса,categorical,,,,ЭВА,8
793300772,"Средства защиты ног, кроме обуви специальной",Метод крепления подошвы,categorical,,,,клеепрошивной,8
793300772,"Средства защиты ног, кроме обуви специальной",Модель,categorical,,,,"Чулки вкладные «Полизон», Наколенники «Универсал», Омон, «Спринг», Наколенники Gelenk-Top (Геленк-Топ) № 23 для шахтеров",8
793300772,"Средства защиты ног, кроме обуви специальной",Подкладка,categorical,,,,нетканое полотно повышенной плотности устойчивое к истиранию,8
793300772,"Средства защиты ног, кроме обуви специальной",Подносок,categorical,,,,термопластичный,8
793300772,"Средства защиты ног, кроме обуви специальной",Размер,numeric,(247),39.0,47.0,"39 (247), 45 (292), 44 (285), 42 (270), 47",8
793300772,"Средства защиты ног, кроме обуви специальной",Температурный режим,categorical,,,,до -30 [0*]С,8
793300772,"Средства защиты ног, кроме обуви специальной",Цвет,categorical,,,,"черный, Серый с черным, серый с черным",8
793302093,Средства дезинсекционные,Вид,categorical,,,,"Бытовая химия, Средства дезинсекционные",1
793302093,Средства дезинсекционные,Время защитного действия при нанесении на кожу,categorical,,,,более 4 часов,1
793302093,Средства дезинсекционные,Время защитного действия при нанесении на одежду о,categorical,,,,до 30 сут,1
793302093,Средства дезинсекционные,Модель,categorical,,,,Аэрозоль-репеллент «Рефтамид Максимум» 147 мл,1
793302093,Средства дезинсекционные,Объем,numeric,см[3*],147.0,147.0,147.00000 см[3*],1
793302093,Средства дезинсекционные,Состав,categorical,,,,N,1
793302093,Средства дезинсекционные,Способ применения,categorical,,,,Перед применением баллон встряхнуть. Распылить средство на ладонь и нанести,1
793302204,Мыло туалетное жидкое,Вес,numeric,кг,0.25,0.5,"0.25000 кг, 0.50000 кг",2
793302204,Мыло туалетное жидкое,Вид,categorical,,,,"крем жидкое, бутыль с помпой-дозатором",2
793302204,Мыло туалетное жидкое,Назначение,categorical,,,,Применяется для удаления легких производственных загрязнений и защитных кремов с кожи рук и лица.,2
793302204,Мыло туалетное жидкое,Объем,numeric,Л,0.025,0.5,"0.02500 Л, 0.50000 Л",2
793303632,Средства для индивидуальной защиты кожи,Вид,categorical,,,,"Восстанавливающий регенерирующий крем, Крем защитный гидрофобного действия, Косметика, Средства косметические, Средства для индивидуальной защиты кожи, Очищающая паста с натуральными абразивными гранулами",7
793303632,Средства для индивидуальной защиты кожи,Время действия,categorical,,,,не менее 4 часов.,7
