category_id,category_name,characteristic,total_items
793142813,Одежда специальная для защиты от пониженных температур,Материал подкладки: 100 полиэфир,2242
793142813,Одежда специальная для защиты от пониженных температур,Климатический пояс: для эксплуатации в I,2242
793142813,Одежда специальная для защиты от пониженных температур,Плотность утеплителя: 150.00000 гр/м2,2242
793142813,Одежда специальная для защиты от пониженных температур,Вид: водоотталкивающая,2242
793142813,Одежда специальная для защиты от пониженных температур,Состав: 100 полиамид %,2242
793142813,Одежда специальная для защиты от пониженных температур,Половая принадлежность: мужской,2242
793142813,Одежда специальная для защиты от пониженных температур,Класс защиты одежды: 3(4) класс защиты от пониженных температур воздуха и ветра,2242
793142813,Одежда специальная для защиты от пониженных температур,Утеплитель: «Филгуд»,2242
793142813,Одежда специальная для защиты от пониженных температур,Количество слоев утеплителя: 3 шт,2242
793142813,Одежда специальная для защиты от пониженных температур,Световозвращающие полосы: лента,2242
793142813,Одежда специальная для защиты от пониженных температур,Утеплитель: Шелтер® Микро,2242
793142813,Одежда специальная для защиты от пониженных температур,Плотность: 126 гр/м2,2242
793142813,Одежда специальная для защиты от пониженных температур,Цвет: темно-синий,2242
793142813,Одежда специальная для защиты от пониженных температур,Вид: масловодоотталкивающая,2242
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Вид: Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Состав ткани: 65 полиэфир,5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Плотность: 250 гр/м2,5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Пол: мужской,5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Отделка: малосминаемая,5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Ткань: смесовая,5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Световозвращающий материал: лента см,5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Цвет: темно-синий,5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Отделка: водоотталкивающая,5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Силуэт: полуприлегающий,5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Ткань: «Индестрактбл»,5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,В составе комплекта (костюма): Куртка + брюки,5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Состав ткани: 60 хлопок,5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Описание: Не является медицинским изделием,5098
793143032,Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,Карманы: накладные,5098
793143142,Одежда специальная для защиты от повышенных температур,Вид: Одежда специальная для защиты от повышенных температур,9
793143142,Одежда специальная для защиты от повышенных температур,Трикотажного полотна основного материала: трикотажное полотно,9
793143142,Одежда специальная для защиты от повышенных температур,Состав ткани: 100 хлопок %,9
793143142,Одежда специальная для защиты от повышенных температур,В составе комплекта (костюма): Куртка + брюки,9
793143142,Одежда специальная для защиты от повышенных температур,Отделка: огнестойкая,9
793143142,Одежда специальная для защиты от повышенных температур,Ткань: «Молескин»,9
793143142,Одежда специальная для защиты от повышенных температур,Состав материала подкладки: полиэфир,9
793143142,Одежда специальная для защиты от повышенных температур,Утеплитель: Тинсулейт,9
793143142,Одежда специальная для защиты от повышенных температур,Плотность материала: 280 гр/м2,9
793143142,Одежда специальная для защиты от повышенных температур,Модель: Шапка вязаная двойная на Тинсулейте® темно-синяя,9
793143142,Одежда специальная для защиты от повышенных температур,Утеплитель: Тинсулейт®.,9
793143142,Одежда специальная для защиты от повышенных температур,Материал: 100 ПАН %,9
793143142,Одежда специальная для защиты от повышенных температур,Размер: 55,9
793143142,Одежда специальная для защиты от повышенных температур,Отделка: огнестойкая Proban,9
793143142,Одежда специальная для защиты от повышенных температур,Вид: С подворотом,9
793143252,Элементы специальной одежды и средств защиты,Вид: Специальная экипировка,2
793143252,Элементы специальной одежды и средств защиты,Назначение: для сварочных процессов MMA – TIG – MIG/MAG,2
793143252,Элементы специальной одежды и средств защиты,Материал изделия: ударопрочный нейлон,2
793143252,Элементы специальной одежды и средств защиты,Температура эксплуатации: от –10 до +55 [0*]С,2
793143252,Элементы специальной одежды и средств защиты,Вес: 0.18000 кг,2
793143252,Элементы специальной одежды и средств защиты,Высота: 130.00000 мм,2
793143252,Элементы специальной одежды и средств защиты,Группа по назначению: Для защиты от искр и брызг расплавленного металла,2
793143252,Элементы специальной одежды и средств защиты,Длина: 210.00000 мм,2
793143252,Элементы специальной одежды и средств защиты,Материал: поликарбонат,2
793143252,Элементы специальной одежды и средств защиты,Совместимость: к щитку сварщика модели e684,2
793143252,Элементы специальной одежды и средств защиты,Тип: Внешнее,2
793143252,Элементы специальной одежды и средств защиты,Модель: e684,2
793143252,Элементы специальной одежды и средств защиты,Цвет: прозрачный,2
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Вид: Средства индивидуальной защиты от падения с высоты (страховочная привязь),47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Температура использования: от –60 до +50 [0*]С,47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Длина: 2.00000 м,47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Материал: полиэфир,47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Статическая прочность: 15 килоньютон (kn),47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Рост: 170–200 см,47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Производитель: ПВ ООО ФИРМА ТЕХНОАВИА,47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Модель: Страховочная привязь ТА20,47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Применение: для безопасной остановки падения и является компонентом страховочной системы,47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Модель: Привязь «Высота 035» (vst 035),47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Масса: 1350 г,47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Обхват груди: 80–140 см,47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Материал: оцинкованная сталь.,47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Вид: Базовая страховочная привязь,47
793299344,Средства индивидуальной защиты от падения с высоты (страховочная привязь),Область применения: строительство,47
793300443,"Белье для спецодежды нательное, для взрослых",Вид: Белье для спецодежды нательное,62
793300443,"Белье для спецодежды нательное, для взрослых",Тип: хлопок,62
793300443,"Белье для спецодежды нательное, для взрослых",Плотность ткани: 210 гр/м2,62
793300443,"Белье для спецодежды нательное, для взрослых",Производитель: Россия,62
793300443,"Белье для спецодежды нательное, для взрослых",Особенности: Изготовлены из трикотажного полотна с эластичным переплетением,62
793300443,"Белье для спецодежды нательное, для взрослых",Модель: Кальсоны трикотажные «Тироль»,62
793300443,"Белье для спецодежды нательное, для взрослых",Состав: 100% хлопок %,62
793300443,"Белье для спецодежды нательное, для взрослых",Модель: Термобелье мужское «Беринг»,62
793300443,"Белье для спецодежды нательное, для взрослых",Состав: 100% %,62
793300443,"Белье для спецодежды нательное, для взрослых",Модель: Белье термостойкое «ВОЛЬТ л»,62
793300443,"Белье для спецодежды нательное, для взрослых",Область применения: Термобелье предназначено для действий средней активности при ношении в прохладную и холодную погоду.,62
793300443,"Белье для спецодежды нательное, для взрослых",Особенности: Термобелье «Беринг» выполнено из эластичного трикотажного полотна переплетения «джерси». Соединительные швы выполнены плоским швом (флэтлок),62
793300443,"Белье для спецодежды нательное, для взрослых",Вид: 1 уровень,62
793300443,"Белье для спецодежды нательное, для взрослых",Область применения: в комплекте со специальной одеждой,62
793300443,"Белье для спецодежды нательное, для взрослых",Область применения: для холодной и очень холодной погоды,62
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Вид: Одежда специальная для защиты от термических рисков электрической дуги,49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Ткань основная: арамидная термоогнестойкая,49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Конструкция: обеспечивает хорошую посадку на фигуре,49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Особенности модели: Куртка-рубашка комплектуется набором для мелкого ремонта: огнестойкие нитки,49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Манжета: рукавов застегиваются на петлю и пуговицы,49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Застежка: Центральная потайная на пуговицы по борту и липучку на воротнике.,49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Рукава: с фигурным локтевым швом соответствуют основному положению рук при работе,49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Ткань основная: 93 мета-арамид,49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Пуфта: в виде треугольника внизу локтевых швов закрывает разрез рукава – для защиты возможной зоны поражения.,49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Модель: Куртка-рубашка «ВОЛЬТ л 160-6»,49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Вид: из световозвращающего материала позволяют сделать человека заметным в условиях недостаточной видимости,49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Защитные свойства: ащита от термического воздействия электрической дуги,49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Защита: :2 уровень защиты,49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Плотность ткaни: 160 гр/м2,49
793300662,Одежда специальная для защиты от термических рисков электрической дуги,Воротник: отложной со стойкой.,49
793300772,"Средства защиты ног, кроме обуви специальной",Вид: Средства защиты ног,8
793300772,"Средства защиты ног, кроме обуви специальной",Внутренний слой: Металлизированная пленка,8
793300772,"Средства защиты ног, кроме обуви специальной",Материал: трехслойное нетканое полотно «Полизон»,8
793300772,"Средства защиты ног, кроме обуви специальной",Температурный режим: до -30 [0*]С,8
793300772,"Средства защиты ног, кроме обуви специальной",Модель: Чулки вкладные «Полизон»,8
793300772,"Средства защиты ног, кроме обуви специальной",Цвет: Серый с черным,8
793300772,"Средства защиты ног, кроме обуви специальной",Вид: наколенники,8
793300772,"Средства защиты ног, кроме обуви специальной",Материал корпуса: ЭВА,8
793300772,"Средства защиты ног, кроме обуви специальной",Модель: Наколенники «Универсал»,8
793300772,"Средства защиты ног, кроме обуви специальной",Размер: 39 (247),8
793300772,"Средства защиты ног, кроме обуви специальной",Вид: Чулок вкладной,8
793300772,"Средства защиты ног, кроме обуви специальной",Метод крепления подошвы: клеепрошивной,8
793300772,"Средства защиты ног, кроме обуви специальной",Подкладка: нетканое полотно повышенной плотности устойчивое к истиранию,8
793300772,"Средства защиты ног, кроме обуви специальной",Подносок: термопластичный,8
793300772,"Средства защиты ног, кроме обуви специальной",Модель: Омон,8
793302093,Средства дезинсекционные,Объем: 147.00000 см[3*],1
793302093,Средства дезинсекционные,Состав: N,1
793302093,Средства дезинсекционные,Вид: Бытовая химия,1
793302093,Средства дезинсекционные,Вид: Средства дезинсекционные,1
793302093,Средства дезинсекционные,Время защитного действия при нанесении на кожу: более 4 часов,1
793302093,Средства дезинсекционные,Время защитного действия при нанесении на одежду о: до 30 сут,1
793302093,Средства дезинсекционные,Способ применения: Перед применением баллон встряхнуть. Распылить средство на ладонь и нанести,1
793302093,Средства дезинсекционные,Модель: Аэрозоль-репеллент «Рефтамид Максимум» 147 мл,1
793302204,Мыло туалетное жидкое,Вид: крем жидкое,2
793302204,Мыло туалетное жидкое,Назначение: Применяется для удаления легких производственных загрязнений и защитных кремов с кожи рук и лица.,2
793302204,Мыло туалетное жидкое,Вид: бутыль с помпой-дозатором,2
793302204,Мыло туалетное жидкое,Вес: 0.25000 кг,2
793302204,Мыло туалетное жидкое,Объем: 0.02500 Л,2
793302204,Мыло туалетное жидкое,Вес: 0.50000 кг,2
793302204,Мыло туалетное жидкое,Объем: 0.50000 Л,2
793303632,Средства для индивидуальной защиты кожи,Тип: Флип-Топ с пластиковым контролем первого вскрытия,7
793303632,Средства для индивидуальной защиты кожи,Тип: экструзионная туба,7
793303632,Средства для индивидуальной защиты кожи,Срок хранения: 30 мес,7
793303632,Средства для индивидуальной защиты кожи,Объем: 100 см[3*],7
793303632,Средства для индивидуальной защиты кожи,Объем: 100 миллилитр,7
793303632,Средства для индивидуальной защиты кожи,Масса: 100 г,7
793303632,Средства для индивидуальной защиты кожи,Вид: Восстанавливающий регенерирующий крем,7
793303632,Средства для индивидуальной защиты кожи,Назначение: Эффективно восстанавливает кожу рук,7
793303632,Средства для индивидуальной защиты кожи,Содержит: провитамины и специальные увлажняющие и питающие компоненты,7
793303632,Средства для индивидуальной защиты кожи,Вид: Крем защитный гидрофобного действия,7
793303632,Средства для индивидуальной защиты кожи,Назначение: предназначен для защиты кожи от водорастворимых вредных производственных факторов и веществ (растворов щелочей,7
793303632,Средства для индивидуальной защиты кожи,Время действия: не менее 4 часов.,7
793303632,Средства для индивидуальной защиты кожи,Назначение: После окончания работ нанести 0,7
793303632,Средства для индивидуальной защиты кожи,Температурный режим использования: от 0 и выше [0*]С,7
793303632,Средства для индивидуальной защиты кожи,Торговая марка: Garda,7
793306602,Принадлежности для ухода за одеждой и обувью,Вид: Принадлежности и инвентарь бытовые,1
793306602,Принадлежности для ухода за одеждой и обувью,Вид: Принадлежности для ухода за одеждой и обувью,1
793306602,Принадлежности для ухода за одеждой и обувью,Материал: прочная высококачественная сталь с эмалевым покрытием,1
793306602,Принадлежности для ухода за одеждой и обувью,Назначение: Для быстрого и комфортного надевания обуви,1
793306602,Принадлежности для ухода за одеждой и обувью,Модель: Ложка для обуви SALTON металлическая,1
793306602,Принадлежности для ухода за одеждой и обувью,Цвет: желтый,1
793315402,Пижамы для взрослых,Состав: 100 хлопок %,37
793315402,Пижамы для взрослых,Плотность: 230 гр/м2,37
793315402,Пижамы для взрослых,Цвет: зеленый,37
793315402,Пижамы для взрослых,Модель: Белье мужское утепленное «Камыш» (трикотажное полотно х/б с начесом),37
793315402,Пижамы для взрослых,Комплектность: фуфайка и кальсоны,37
793315402,Пижамы для взрослых,Пол: мужской,37
793315402,Пижамы для взрослых,Состав: 30 шерсть,37
793315402,Пижамы для взрослых,Рост: 100/182-188,37
793315402,Пижамы для взрослых,Назначение: для действий средней активности при ношении в прохладную и холодную погоду,37
793315402,Пижамы для взрослых,Модель: Термобелье мужское Island Cup р.108-112,37
793315842,Ветровки для взрослых,Состав ткани верха: 100% полиамид,5
793315842,Ветровки для взрослых,Ткань верха: мембранная,5
793315842,Ветровки для взрослых,Отделка ткани: водоотталкивающая,5
793315842,Ветровки для взрослых,Модель: Куртка-ветровка мужская «Реал»,5
793315842,Ветровки для взрослых,Пол: мужской,5
793315842,Ветровки для взрослых,Рост: 170-176,5
793315842,Ветровки для взрослых,Цвет: серый,5
793315842,Ветровки для взрослых,Модель: Куртка-ветровка мужская «Реал» р.128-132/170-176,5
793315842,Ветровки для взрослых,Рост: 96-100/170-176,5
793315842,Ветровки для взрослых,Рост: 88-92/170-176,5
793315844,Куртки для взрослых из текстильных материалов демисезонные,Застёжка: двухзамковая металлическая молния и потайные кнопки,29
793315844,Куртки для взрослых из текстильных материалов демисезонные,Карманы: :с клапанами на кнопках и прорезные карманы,29
793315844,Куртки для взрослых из текстильных материалов демисезонные,Утеплитель: :Шелтер® Микро,29
793315844,Куртки для взрослых из текстильных материалов демисезонные,Воротник: :стойка,29
793315844,Куртки для взрослых из текстильных материалов демисезонные,Плотность ткани: 110 г/кв.м,29
793315844,Куртки для взрослых из текстильных материалов демисезонные,Плотность утеплителя: 150 гр/м2,29
793315844,Куртки для взрослых из текстильных материалов демисезонные,Модель: Куртка мужская утепленная «Аэро»,29
793315844,Куртки для взрослых из текстильных материалов демисезонные,Ткань: 100 полиэфир %,29
793315844,Куртки для взрослых из текстильных материалов демисезонные,Цвет: черно-синий,29
793315844,Куртки для взрослых из текстильных материалов демисезонные,Вид: Куртки для взрослых из текстильных материалов демисезонные,29
793315844,Куртки для взрослых из текстильных материалов демисезонные,Вид: Куртки для взрослых,29
793315844,Куртки для взрослых из текстильных материалов демисезонные,Рост: 120/188,29
793315955,Пальто для взрослых из текстильных материалов зимние,Вид: Пальто для взрослых,1
793315955,Пальто для взрослых из текстильных материалов зимние,Вид: Пальто для взрослых из текстильных материалов,1
793315955,Пальто для взрослых из текстильных материалов зимние,Вид: Пальто для взрослых из текстильных материалов зимние,1
793315955,Пальто для взрослых из текстильных материалов зимние,Карманы: В рельефах – боковые карманы на потайной молнии,1
793315955,Пальто для взрослых из текстильных материалов зимние,Застёжка: двухзамковая молния,1
793315955,Пальто для взрослых из текстильных материалов зимние,Подкладка: 100 полиэфир с антистатической отделкой %,1
793315955,Пальто для взрослых из текстильных материалов зимние,Капюшон: Мягкий теплый несъемный капюшон с подкладкой из искусственного меха,1
793315955,Пальто для взрослых из текстильных материалов зимние,Рукава: с трикотажными напульсниками внутри.,1
793315955,Пальто для взрослых из текстильных материалов зимние,Ткань верха: 100 полиэфир %,1
793315955,Пальто для взрослых из текстильных материалов зимние,Модель: Пальто женское зимнее «Герда»,1
793315955,Пальто для взрослых из текстильных материалов зимние,Цвет: :темно-синий,1
793315955,Пальто для взрослых из текстильных материалов зимние,Отделка: водоотталкивающая,1
793316172,Куртки для взрослых из текстильных материалов зимние,Количество слоев утеплителя: 3,56
793316172,Куртки для взрослых из текстильных материалов зимние,Состав ткани верха: 100 полиамид %,56
793316172,Куртки для взрослых из текстильных материалов зимние,Назначение: для защиты от пониженных температур,56
793316172,Куртки для взрослых из текстильных материалов зимние,Утеплитель: Шелтер® Микро,56
793316172,Куртки для взрослых из текстильных материалов зимние,Цвет: основной – темно-серый,56
793316172,Куртки для взрослых из текстильных материалов зимние,Отделка ткани: водоотталкивающая,56
793316172,Куртки для взрослых из текстильных материалов зимние,Пол: мужской,56
793316172,Куртки для взрослых из текстильных материалов зимние,Сезон: зима,56
793316172,Куртки для взрослых из текстильных материалов зимние,Вид: Куртки для взрослых из текстильных материалов зимние,56
793316172,Куртки для взрослых из текстильных материалов зимние,Подкладка: 100 полиэфир %,56
793316172,Куртки для взрослых из текстильных материалов зимние,Модель: Куртка мужская зимняя «Айсберг»,56
793316172,Куртки для взрослых из текстильных материалов зимние,Ткань верха: мембранная «Полириб Н»,56
793316172,Куртки для взрослых из текстильных материалов зимние,Утеплитель: «Филгуд»,56
793316172,Куртки для взрослых из текстильных материалов зимние,Застежка: на двухзамковую молнию и внешний ветрозащитный клапан на кнопках,56
793316172,Куртки для взрослых из текстильных материалов зимние,Сигнальные элементы: световозвращающие принты,56
793316282,Куртки для взрослых с верхом из меха зимние,Подкладка: 100 полиэфир %,9
793316282,Куртки для взрослых с верхом из меха зимние,Количество слоев утеплителя: 3 шт,9
793316282,Куртки для взрослых с верхом из меха зимние,Вид: Куртки для взрослых с верхом из меха,9
793316282,Куртки для взрослых с верхом из меха зимние,Состав ткани верха: «Полириб Н» 100 полиамид %,9
793316282,Куртки для взрослых с верхом из меха зимние,Застежка: двухзамковая молния и ветрозащитный клапан,9
793316282,Куртки для взрослых с верхом из меха зимние,Назначение: для защиты от пониженных температур воздуха и ветра,9
793316282,Куртки для взрослых с верхом из меха зимние,Отделка ткани: ветрозащитная,9
793316282,Куртки для взрослых с верхом из меха зимние,Модель: Куртка мужская зимняя «Аляска»,9
793316282,Куртки для взрослых с верхом из меха зимние,Плотность ткани: 180 г/кв.м,9
793316282,Куртки для взрослых с верхом из меха зимние,Утеплитель: «Филгуд»,9
793316282,Куртки для взрослых с верхом из меха зимние,Материал опушки капюшона: с опушкой из натурального меха (енот),9
793316282,Куртки для взрослых с верхом из меха зимние,Отделка ткани: масловодоотталкивающая Teflon® (DuPont),9
793316282,Куртки для взрослых с верхом из меха зимние,Цвет: темно-серый,9
793316282,Куртки для взрослых с верхом из меха зимние,Пол: мужской,9
793316282,Куртки для взрослых с верхом из меха зимние,Сигнальные элементы: световозвращающие принты,9
793316613,Шапки зимние для взрослых,Состав: 100 полиамид %,46
793316613,Шапки зимние для взрослых,Подкладка: овчина меховая и фланель,46
793316613,Шапки зимние для взрослых,Вид: Шапки,46
793316613,Шапки зимние для взрослых,Вид: Шапки зимние для взрослых,46
793316613,Шапки зимние для взрослых,Материал утеплителя: Шелтер® Микро,46
793316613,Шапки зимние для взрослых,Утеплитель (подкладка): Шелтер® Микро и натуральный мех,46
793316613,Шапки зимние для взрослых,Модель: Шапка-ушанка «Енисей» с креплениями под каску,46
793316613,Шапки зимние для взрослых,Особенности: Имеются слуховые отверстия,46
793316613,Шапки зимние для взрослых,Состав: 65 полиэфир,46
793316613,Шапки зимние для взрослых,Ткань: «Полириб Н»,46
793316613,Шапки зимние для взрослых,Описание: Ушки со шнурком с фиксатором могут застегиваться под подбородком,46
793316613,Шапки зимние для взрослых,Подкладка: флис,46
793316613,Шапки зимние для взрослых,Размер: 55-62,46
793316613,Шапки зимние для взрослых,Цвет: темно-синий,46
793316613,Шапки зимние для взрослых,Модель: «Капитан»,46
793334322,Бельевые изделия нательные спортивные для взрослых,Вид: Спортивная одежда для взрослых,12
793334322,Бельевые изделия нательные спортивные для взрослых,Модель: Беринг,12
793334322,Бельевые изделия нательные спортивные для взрослых,Вид: Термобелье,12
793334322,Бельевые изделия нательные спортивные для взрослых,Состав: 50% хлопок,12
793334322,Бельевые изделия нательные спортивные для взрослых,Плотность: 200 гр/м2,12
793334322,Бельевые изделия нательные спортивные для взрослых,Половой признак: Мужской,12
793334322,Бельевые изделия нательные спортивные для взрослых,Состав: 30 шерсть,12
793334322,Бельевые изделия нательные спортивные для взрослых,Назначение: Специальное двухслойное термобелье разработано для использования в суровых климатических условиях.,12
793334322,Бельевые изделия нательные спортивные для взрослых,В составе комплекта (костюма): лосины+фуфайка,12
793334322,Бельевые изделия нательные спортивные для взрослых,Модель: Термобелье женское Island Cup,12
793334322,Бельевые изделия нательные спортивные для взрослых,Цвет: Черный,12
793334322,Бельевые изделия нательные спортивные для взрослых,Размер российский: 92/176,12
793334322,Бельевые изделия нательные спортивные для взрослых,Рост: 96/176 см,12
793334322,Бельевые изделия нательные спортивные для взрослых,Размер: 88-92 (S),12
793334322,Бельевые изделия нательные спортивные для взрослых,Комплект: кальсоны + фуфайка/,12
793341142,Джемперы для взрослых,Состав: 50 полиакрил,10
793341142,Джемперы для взрослых,Вид: Джемперы для взрослых,10
793341142,Джемперы для взрослых,Модель: Джемпер полушерстяной (без рукавов),10
793341142,Джемперы для взрослых,Вид: Джемперы,10
793341142,Джемперы для взрослых,Пол: мужской,10
793341142,Джемперы для взрослых,Рост: 100/182-188,10
793341142,Джемперы для взрослых,Рост: 96/182-188,10
793341142,Джемперы для взрослых,Рост: 112/170-176,10
793341142,Джемперы для взрослых,Рост: 112/182-188,10
793341142,Джемперы для взрослых,Рост: 104/182-188,10
793341142,Джемперы для взрослых,Рост: 108/182-188,10
793341142,Джемперы для взрослых,Рост: 96/170-176,10
